服务器ID,玩家ID,夺宝游戏币补偿数量,点金手补偿数量,补偿说明
2031408,50867759,1,0,夺宝游戏币x1
2031408,50898340,1,0,夺宝游戏币x1
2031408,50919833,1,0,夺宝游戏币x1
2031408,51009550,1,0,夺宝游戏币x1
2031408,51035578,1,0,夺宝游戏币x1
2031408,51096421,1,0,夺宝游戏币x1
2031408,51216018,1,0,夺宝游戏币x1
2031408,51227531,2,0,夺宝游戏币x2
2031408,51302186,2,0,夺宝游戏币x2
2031408,51347455,2,0,夺宝游戏币x2
2031408,51453763,1,0,夺宝游戏币x1
2031408,51515919,1,0,夺宝游戏币x1
2031408,51555890,1,0,夺宝游戏币x1
2031408,51591414,2,0,夺宝游戏币x2
2031408,51615907,1,0,夺宝游戏币x1
2031408,51672058,1,0,夺宝游戏币x1
2031408,51725480,1,0,夺宝游戏币x1
2031408,52131904,1,0,夺宝游戏币x1
2031408,52144371,1,0,夺宝游戏币x1
2031408,52229696,1,0,夺宝游戏币x1
2031408,52232750,1,0,夺宝游戏币x1
2031408,52274842,27,0,夺宝游戏币x27
2031408,52514077,376,0,夺宝游戏币x376
2031408,52521587,1,0,夺宝游戏币x1
2031408,52529829,2,0,夺宝游戏币x2
2031408,52533411,1,0,夺宝游戏币x1
2031408,52567168,1,0,夺宝游戏币x1
2031408,52575999,1,0,夺宝游戏币x1
2031408,52607239,2,0,夺宝游戏币x2
2031408,52641070,1,0,夺宝游戏币x1
2031408,53038420,27,0,夺宝游戏币x27
2031408,53335368,1,0,夺宝游戏币x1
2031408,53448157,1,0,夺宝游戏币x1
2031408,53457267,2,0,夺宝游戏币x2
2031408,53898758,27,0,夺宝游戏币x27
2031408,54398110,1,0,夺宝游戏币x1
2031408,54443612,1,0,夺宝游戏币x1
2031408,54503421,1,0,夺宝游戏币x1
2031408,55103948,1,0,夺宝游戏币x1
2031408,55114474,1,0,夺宝游戏币x1
2031408,55218853,26,0,夺宝游戏币x26
2031408,55884730,1,0,夺宝游戏币x1
2031408,56217672,2,0,夺宝游戏币x2
2031408,56224846,1,0,夺宝游戏币x1
2031408,56756635,696,3,夺宝游戏币x696、点金手x3
2031408,56810472,1,0,夺宝游戏币x1
2031408,56866766,1,0,夺宝游戏币x1
2031408,56906587,1,0,夺宝游戏币x1
2031408,56963121,1,0,夺宝游戏币x1
2031408,56988622,2,0,夺宝游戏币x2
2031408,56997796,1,0,夺宝游戏币x1
2031408,57377221,1,0,夺宝游戏币x1
2031408,57525932,1,0,夺宝游戏币x1
2031408,57662119,1,0,夺宝游戏币x1
2031408,57691409,1,0,夺宝游戏币x1
2031408,57736987,1,0,夺宝游戏币x1
2031408,58149969,2,0,夺宝游戏币x2
2031408,58235356,1,0,夺宝游戏币x1
2031408,58261482,296,3,夺宝游戏币x296、点金手x3
2031408,58284137,1,0,夺宝游戏币x1
2031408,58311534,1,0,夺宝游戏币x1
2031408,58338017,1,0,夺宝游戏币x1
2031408,58380174,1,0,夺宝游戏币x1
2031408,58394729,1,0,夺宝游戏币x1
2031408,58768546,26,0,夺宝游戏币x26
2031408,58790686,1,0,夺宝游戏币x1
2031408,58866450,26,0,夺宝游戏币x26
2031408,58906054,1,0,夺宝游戏币x1
2031408,58993301,1,0,夺宝游戏币x1
2031408,59065012,2,0,夺宝游戏币x2
2031408,59101656,1,0,夺宝游戏币x1
2031408,59115255,126,2,夺宝游戏币x126、点金手x2
2031408,59580465,1,0,夺宝游戏币x1
2031408,59586093,1,0,夺宝游戏币x1
2031408,59586281,1,0,夺宝游戏币x1
2031408,59596147,2,0,夺宝游戏币x2
2031408,59599294,1,0,夺宝游戏币x1
2031408,59761795,1,0,夺宝游戏币x1
2031408,59766795,1,0,夺宝游戏币x1
2031408,60333902,2,0,夺宝游戏币x2
2031408,60412774,1,0,夺宝游戏币x1
2031408,60423483,1,0,夺宝游戏币x1
2031408,60437133,1,0,夺宝游戏币x1
2031408,60437571,2,0,夺宝游戏币x2
2031408,60612758,1,0,夺宝游戏币x1
2031408,61159801,1,0,夺宝游戏币x1
2031408,61582956,1,0,夺宝游戏币x1
2031408,6200287,2,0,夺宝游戏币x2
2031408,62277781,1,0,夺宝游戏币x1
2031408,62293641,2,0,夺宝游戏币x2
2031408,62439790,77,0,夺宝游戏币x77
2031408,62448257,1,0,夺宝游戏币x1
2031408,62548185,1,0,夺宝游戏币x1
2031408,6264834,1,0,夺宝游戏币x1
2031408,6275548,1,0,夺宝游戏币x1
2031408,6277682,1,0,夺宝游戏币x1
2031408,6294216,1,0,夺宝游戏币x1
2031408,6557080,1,0,夺宝游戏币x1
2031408,6561279,1,0,夺宝游戏币x1
2031408,6561284,2,0,夺宝游戏币x2
2031408,6588819,2,0,夺宝游戏币x2
2031408,67377993,1,0,夺宝游戏币x1
2031408,68764292,15,0,夺宝游戏币x15
2031408,68768776,1,0,夺宝游戏币x1
2031408,68977666,1,0,夺宝游戏币x1
2031408,69044038,27,0,夺宝游戏币x27
2031408,69144170,1,0,夺宝游戏币x1
2031408,69345178,1,0,夺宝游戏币x1
2031408,69712509,1,0,夺宝游戏币x1
2031408,70244772,1,0,夺宝游戏币x1
2031408,70367218,1,0,夺宝游戏币x1
2031408,70687690,1,0,夺宝游戏币x1
2031408,70892822,1,0,夺宝游戏币x1
2031408,70895908,406,2,夺宝游戏币x406、点金手x2
2031408,70971660,2,0,夺宝游戏币x2
2031408,71253075,1,0,夺宝游戏币x1
2031408,71259611,1,0,夺宝游戏币x1
2031408,71532491,1,0,夺宝游戏币x1
2031408,71538718,1,0,夺宝游戏币x1
2031408,71563520,1,0,夺宝游戏币x1
2031408,71642682,1,0,夺宝游戏币x1
2031408,71874137,1,0,夺宝游戏币x1
2031408,71894141,1,0,夺宝游戏币x1
2031408,71906094,2,0,夺宝游戏币x2
2031408,72258475,1,0,夺宝游戏币x1
2031408,72287213,2,0,夺宝游戏币x2
2031408,72288385,2,0,夺宝游戏币x2
2031408,72341604,1,0,夺宝游戏币x1
2031408,72366825,1,0,夺宝游戏币x1
2031408,72369505,2,0,夺宝游戏币x2
2031408,72410344,1,0,夺宝游戏币x1
2031408,72410859,1,0,夺宝游戏币x1
2031408,72421107,1,0,夺宝游戏币x1
2031408,72521065,1,0,夺宝游戏币x1
2031408,72546612,1,0,夺宝游戏币x1
2031408,72640903,1,0,夺宝游戏币x1
2031408,72658589,1,0,夺宝游戏币x1
2031408,72675760,1,0,夺宝游戏币x1
2031408,72733375,1,0,夺宝游戏币x1
2031408,72788632,1,0,夺宝游戏币x1
2031408,72933677,1,0,夺宝游戏币x1
2031408,72956845,1,0,夺宝游戏币x1
2031408,73016675,1,0,夺宝游戏币x1
2031408,73408229,1,0,夺宝游戏币x1
2031408,73408719,1,0,夺宝游戏币x1
2031408,73420873,1,0,夺宝游戏币x1
2031408,73432002,1,0,夺宝游戏币x1
2031408,73680646,1,0,夺宝游戏币x1
2031408,74334720,1,0,夺宝游戏币x1
2031408,75456987,1,0,夺宝游戏币x1
2031408,75585261,1,0,夺宝游戏币x1
2031408,76546539,1,0,夺宝游戏币x1
2031408,78077845,1,0,夺宝游戏币x1
2031408,81432331,1,0,夺宝游戏币x1
2031408,81433497,1,0,夺宝游戏币x1
2031408,81434808,1,0,夺宝游戏币x1
2031408,81459225,2,0,夺宝游戏币x2
2031408,81470453,1,0,夺宝游戏币x1
2031408,81498402,1,0,夺宝游戏币x1
2031408,81515075,2,0,夺宝游戏币x2
2031408,81525641,1,0,夺宝游戏币x1
2031408,82027861,1,0,夺宝游戏币x1
2031408,82350476,2,0,夺宝游戏币x2
2031408,82494461,1,0,夺宝游戏币x1
2031408,82658567,1,0,夺宝游戏币x1
2031408,83319984,176,0,夺宝游戏币x176
2031408,83367918,1,0,夺宝游戏币x1
2031408,83451234,1,0,夺宝游戏币x1
2031408,8724866,75,0,夺宝游戏币x75
2031408,8744861,1,0,夺宝游戏币x1
2031408,8745388,2,0,夺宝游戏币x2
2031408,8796544,1,0,夺宝游戏币x1
2031408,88561630,1,0,夺宝游戏币x1
2031408,8890254,1,0,夺宝游戏币x1
2031408,8894865,2,0,夺宝游戏币x2
2031408,8904537,1,0,夺宝游戏币x1
2031408,9692970,26,0,夺宝游戏币x26
2031408,9697646,1,0,夺宝游戏币x1
2031408,9806660,1,0,夺宝游戏币x1
2031408,9808810,1,0,夺宝游戏币x1
2031408,9848703,2,0,夺宝游戏币x2
2032002,25433215,1,0,夺宝游戏币x1
2032002,27088903,1,0,夺宝游戏币x1
2032002,27180773,2,0,夺宝游戏币x2
2032402,25139629,2,0,夺宝游戏币x2
2032402,27919043,1,0,夺宝游戏币x1
2032402,27931306,1,0,夺宝游戏币x1
2033202,24757615,1,0,夺宝游戏币x1
2033202,25189731,1,0,夺宝游戏币x1
2033202,26167015,1,0,夺宝游戏币x1
2033202,26309100,1,0,夺宝游戏币x1
2033202,27947194,1,0,夺宝游戏币x1
2033202,27997818,1,0,夺宝游戏币x1
2033902,21069293,1,0,夺宝游戏币x1
2033902,21259178,1,0,夺宝游戏币x1
2033902,21299671,1,0,夺宝游戏币x1
2033902,23845314,1,0,夺宝游戏币x1
2033902,23919274,2,0,夺宝游戏币x2
2033902,26824180,1,0,夺宝游戏币x1
2037402,29253301,1,0,夺宝游戏币x1
2037402,30573964,1,0,夺宝游戏币x1
2037402,33274228,1,0,夺宝游戏币x1
2037402,34222784,1,0,夺宝游戏币x1
2037402,34267238,126,1,夺宝游戏币x126、点金手x1
2037402,34464374,27,0,夺宝游戏币x27
2037402,34723272,1,0,夺宝游戏币x1
2037402,34874723,1,0,夺宝游戏币x1
2037402,67737880,1,0,夺宝游戏币x1
2038602,17841602,1,0,夺宝游戏币x1
2038602,219234750,2,0,夺宝游戏币x2
2038602,222867650,1,0,夺宝游戏币x1
2038602,30652088,1,0,夺宝游戏币x1
2038602,31708742,1,0,夺宝游戏币x1
2038602,33070172,1,0,夺宝游戏币x1
2038602,34362317,2,0,夺宝游戏币x2
2038602,34454360,1,0,夺宝游戏币x1
2038602,34473324,1,0,夺宝游戏币x1
2038602,34560387,1,0,夺宝游戏币x1
2038602,67077588,1,0,夺宝游戏币x1
2039502,29441686,1,0,夺宝游戏币x1
2039502,31755778,1,0,夺宝游戏币x1
2039502,31833506,2,0,夺宝游戏币x2
2039502,32346790,1,0,夺宝游戏币x1
2039502,33827653,1,0,夺宝游戏币x1
2039502,34962367,1,0,夺宝游戏币x1
2039502,35050500,1,0,夺宝游戏币x1
2039502,35909748,1,0,夺宝游戏币x1
2039502,35928699,1,0,夺宝游戏币x1
2039502,35952755,1,0,夺宝游戏币x1
2039502,36043773,1,0,夺宝游戏币x1
2041002,211979973,1,0,夺宝游戏币x1
2041002,23520982,1,0,夺宝游戏币x1
2041002,28688135,1,0,夺宝游戏币x1
2041002,28730406,1,0,夺宝游戏币x1
2041002,28889567,1,0,夺宝游戏币x1
2041002,31657676,1,0,夺宝游戏币x1
2041002,32257074,1,0,夺宝游戏币x1
2041002,32480818,1,0,夺宝游戏币x1
2041002,32615668,2,0,夺宝游戏币x2
2041002,35660741,1,0,夺宝游戏币x1
2041002,35702056,1,0,夺宝游戏币x1
2041002,35822895,1,0,夺宝游戏币x1
2043802,30595225,1,0,夺宝游戏币x1
2043802,30609678,1,0,夺宝游戏币x1
2043802,32966565,1,0,夺宝游戏币x1
2043802,35319998,1,0,夺宝游戏币x1
2044602,33969317,1,0,夺宝游戏币x1
2044602,34784750,1,0,夺宝游戏币x1
2044602,35945154,1,0,夺宝游戏币x1
2044602,35998939,1,0,夺宝游戏币x1
2044602,36094522,1,0,夺宝游戏币x1
2044602,36094820,1,0,夺宝游戏币x1
2044602,36096849,1,0,夺宝游戏币x1
2044602,36128894,1,0,夺宝游戏币x1
2044602,39351265,1,0,夺宝游戏币x1
2044602,39351923,1,0,夺宝游戏币x1
2044602,39417139,1,0,夺宝游戏币x1
2044602,39422396,1,0,夺宝游戏币x1
2046502,38285176,1,0,夺宝游戏币x1
2046502,38521147,2,0,夺宝游戏币x2
2046502,38784518,1,0,夺宝游戏币x1
2047102,36983444,2,0,夺宝游戏币x2
2047102,38186031,1,0,夺宝游戏币x1
2047102,38186232,1,0,夺宝游戏币x1
2047102,38237897,1,0,夺宝游戏币x1
2047102,38240673,1,0,夺宝游戏币x1
2047102,38246523,1,0,夺宝游戏币x1
2047102,38959611,2,0,夺宝游戏币x2
2047502,37250473,2,0,夺宝游戏币x2
2047502,37973357,1,0,夺宝游戏币x1
2047502,40849881,1,0,夺宝游戏币x1
2047502,41265442,1,0,夺宝游戏币x1
2049702,38749832,1,0,夺宝游戏币x1
2049702,40472159,1,0,夺宝游戏币x1
2049702,40476400,1,0,夺宝游戏币x1
2049702,41682471,1,0,夺宝游戏币x1
2049702,41980004,2,0,夺宝游戏币x2
2049702,41987126,1,0,夺宝游戏币x1
2050502,36812446,1,0,夺宝游戏币x1
2050502,41063086,1,0,夺宝游戏币x1
2050502,41225794,1,0,夺宝游戏币x1
2050802,39682302,1,0,夺宝游戏币x1
2050802,39727259,1,0,夺宝游戏币x1
2050802,39790272,1,0,夺宝游戏币x1
2050802,39937071,1,0,夺宝游戏币x1
2050802,40209592,1,0,夺宝游戏币x1
2050802,40248666,1,0,夺宝游戏币x1
2050802,40300991,1,0,夺宝游戏币x1
2050802,41581496,1,0,夺宝游戏币x1
2051002,37830223,1,0,夺宝游戏币x1
2051002,37928647,1,0,夺宝游戏币x1
2051002,38332753,1,0,夺宝游戏币x1
2051002,41927602,1,0,夺宝游戏币x1
2051002,55943267,1,0,夺宝游戏币x1
2051302,42065674,1,0,夺宝游戏币x1
2051302,42871341,1,0,夺宝游戏币x1
2051302,43135459,2,0,夺宝游戏币x2
2051302,54357403,1,0,夺宝游戏币x1
2052502,43563023,2,0,夺宝游戏币x2
2052502,43642486,1,0,夺宝游戏币x1
2052502,44376244,1,0,夺宝游戏币x1
2052502,49430216,1,0,夺宝游戏币x1
2052502,49770135,1,0,夺宝游戏币x1
2052502,49806944,1,0,夺宝游戏币x1
2052502,52022341,2,0,夺宝游戏币x2
2052702,43376749,1,0,夺宝游戏币x1
2052702,43411803,1,0,夺宝游戏币x1
2052702,52210399,1,0,夺宝游戏币x1
2052702,52315636,97,1,夺宝游戏币x97、点金手x1
2052702,55282208,1,0,夺宝游戏币x1
2052702,55833892,1,0,夺宝游戏币x1
2052702,56037875,2,0,夺宝游戏币x2
2054002,43959407,2,0,夺宝游戏币x2
2054002,43960538,2,0,夺宝游戏币x2
2054002,45446924,1,0,夺宝游戏币x1
2054002,56370986,1,0,夺宝游戏币x1
2054002,68615980,1,0,夺宝游戏币x1
2054202,45253632,1,0,夺宝游戏币x1
2054202,45742248,1,0,夺宝游戏币x1
2054202,45845602,225,1,夺宝游戏币x225、点金手x1
2054202,46132662,1,0,夺宝游戏币x1
2054202,46269795,1,0,夺宝游戏币x1
2054202,46288066,2,0,夺宝游戏币x2
2054202,46311740,1,0,夺宝游戏币x1
2054202,46561134,1,0,夺宝游戏币x1
2054202,46693597,1,0,夺宝游戏币x1
2054202,46726576,1,0,夺宝游戏币x1
2054202,46746081,76,1,夺宝游戏币x76、点金手x1
2054202,46841110,1,0,夺宝游戏币x1
2055302,42444317,1,0,夺宝游戏币x1
2055302,42670439,1,0,夺宝游戏币x1
2055302,46972595,1,0,夺宝游戏币x1
2055302,46987794,1,0,夺宝游戏币x1
2055302,47207028,1,0,夺宝游戏币x1
2055302,59963867,1,0,夺宝游戏币x1
2055802,217897577,1,0,夺宝游戏币x1
2055802,47295112,1,0,夺宝游戏币x1
2055802,48145700,1,0,夺宝游戏币x1
2055802,48184989,1,0,夺宝游戏币x1
2055802,48201103,1,0,夺宝游戏币x1
2055802,48222758,1,0,夺宝游戏币x1
2055802,48240869,1,0,夺宝游戏币x1
2055802,48857996,1,0,夺宝游戏币x1
2055802,48896916,1,0,夺宝游戏币x1
2055802,50177634,2,0,夺宝游戏币x2
2055802,50208179,2,0,夺宝游戏币x2
2055802,50438010,1,0,夺宝游戏币x1
2055802,50754203,1,0,夺宝游戏币x1
2055802,50974510,1,0,夺宝游戏币x1
2055802,53078166,1,0,夺宝游戏币x1
2055802,54598835,1,0,夺宝游戏币x1
2056102,45021275,1,0,夺宝游戏币x1
2056102,45163208,1,0,夺宝游戏币x1
2056102,46604522,39,0,夺宝游戏币x39
2056102,47056463,1,0,夺宝游戏币x1
2056102,47972323,1,0,夺宝游戏币x1
2056102,48681721,1,0,夺宝游戏币x1
2056102,48685398,1,0,夺宝游戏币x1
2056102,48697326,1,0,夺宝游戏币x1
2056102,49380068,1,0,夺宝游戏币x1
2056102,53029484,1,0,夺宝游戏币x1
2056102,53035421,1,0,夺宝游戏币x1
2056102,54766674,1,0,夺宝游戏币x1
2058302,51177616,1,0,夺宝游戏币x1
2058302,51228620,1,0,夺宝游戏币x1
2058302,51453499,1,0,夺宝游戏币x1
2058302,51588077,1,0,夺宝游戏币x1
2058302,51680861,1,0,夺宝游戏币x1
2058302,51701358,1,0,夺宝游戏币x1
2058302,51747517,1,0,夺宝游戏币x1
2058302,52574075,1,0,夺宝游戏币x1
2058402,47584624,1,0,夺宝游戏币x1
2058402,47609551,1,0,夺宝游戏币x1
2058402,47614180,1,0,夺宝游戏币x1
2058402,47618094,1,0,夺宝游戏币x1
2058402,47808138,1,0,夺宝游戏币x1
2058402,47815646,1,0,夺宝游戏币x1
2058402,52756512,1,0,夺宝游戏币x1
2058402,53775684,1,0,夺宝游戏币x1
2058402,54029852,1,0,夺宝游戏币x1
2058402,56665956,1,0,夺宝游戏币x1
2058402,57521803,1,0,夺宝游戏币x1
2058402,57716562,1,0,夺宝游戏币x1
2058802,45969120,1,0,夺宝游戏币x1
2058802,46004215,1,0,夺宝游戏币x1
2058802,46037700,1,0,夺宝游戏币x1
2058802,47172174,1,0,夺宝游戏币x1
2058802,47173372,1,0,夺宝游戏币x1
2058802,47226902,1,0,夺宝游戏币x1
2058802,48269620,2,0,夺宝游戏币x2
2058802,48352269,1,0,夺宝游戏币x1
2058802,49957559,1,0,夺宝游戏币x1
2058802,53343204,1,0,夺宝游戏币x1
2058802,53925027,1,0,夺宝游戏币x1
2060302,202705594,1,0,夺宝游戏币x1
2060302,223228873,1,0,夺宝游戏币x1
2060302,224011351,1,0,夺宝游戏币x1
2060302,57181515,1,0,夺宝游戏币x1
2060302,65136888,1,0,夺宝游戏币x1
2060302,65324859,26,0,夺宝游戏币x26
2060902,57945341,1,0,夺宝游戏币x1
2060902,58067876,1,0,夺宝游戏币x1
2060902,58071027,1,0,夺宝游戏币x1
2060902,58454699,1,0,夺宝游戏币x1
2060902,58558242,1,0,夺宝游戏币x1
2060902,58796758,1,0,夺宝游戏币x1
2060902,58864392,1,0,夺宝游戏币x1
2060902,59125610,1,0,夺宝游戏币x1
2060902,59149420,1,0,夺宝游戏币x1
2060902,59884229,1,0,夺宝游戏币x1
2060902,59966927,1,0,夺宝游戏币x1
2060902,60070241,1,0,夺宝游戏币x1
2060902,60197264,1,0,夺宝游戏币x1
2060902,60330253,1,0,夺宝游戏币x1
2060902,64985877,1,0,夺宝游戏币x1
2060902,66235271,1,0,夺宝游戏币x1
2061402,215090821,1,0,夺宝游戏币x1
2061402,223915753,1,0,夺宝游戏币x1
2061402,56766934,1,0,夺宝游戏币x1
2061402,57019896,1,0,夺宝游戏币x1
2061402,57637936,1,0,夺宝游戏币x1
2061402,58316932,1,0,夺宝游戏币x1
2061402,58352131,2,0,夺宝游戏币x2
2061402,58977197,1,0,夺宝游戏币x1
2061402,59592500,1,0,夺宝游戏币x1
2061402,59963692,1,0,夺宝游戏币x1
2061402,60116635,1,0,夺宝游戏币x1
2061402,60620537,1,0,夺宝游戏币x1
2061402,60663564,1,0,夺宝游戏币x1
2061402,62313079,1,0,夺宝游戏币x1
2062402,61205712,1,0,夺宝游戏币x1
2062402,61337718,1,0,夺宝游戏币x1
2062402,61346659,1,0,夺宝游戏币x1
2062402,61394464,1,0,夺宝游戏币x1
2062402,61654270,2,0,夺宝游戏币x2
2062402,61997154,1,0,夺宝游戏币x1
2062402,62206530,221,1,夺宝游戏币x221、点金手x1
2062402,62210757,1,0,夺宝游戏币x1
2062402,64082378,2,0,夺宝游戏币x2
2062402,64389408,1,0,夺宝游戏币x1
2062602,10249527,1,0,夺宝游戏币x1
2062602,60766287,1,0,夺宝游戏币x1
2062602,60769187,1,0,夺宝游戏币x1
2062602,60985763,1,0,夺宝游戏币x1
2062602,61278121,1,0,夺宝游戏币x1
2062602,61574445,1,0,夺宝游戏币x1
2062602,62906613,1,0,夺宝游戏币x1
2062602,62924001,1,0,夺宝游戏币x1
2062602,63038406,1,0,夺宝游戏币x1
2062602,63124439,1,0,夺宝游戏币x1
2062602,63153634,1,0,夺宝游戏币x1
2062602,63186776,1,0,夺宝游戏币x1
2062602,63244052,1,0,夺宝游戏币x1
2062602,64442454,1,0,夺宝游戏币x1
2062602,64586919,1,0,夺宝游戏币x1
2062602,64773850,1,0,夺宝游戏币x1
2062602,65596150,1,0,夺宝游戏币x1
2062602,66022243,1,0,夺宝游戏币x1
2062602,66100281,1,0,夺宝游戏币x1
2063202,28877038,1,0,夺宝游戏币x1
2063202,58160138,2,0,夺宝游戏币x2
2063202,58692588,1,0,夺宝游戏币x1
2063202,62626469,1,0,夺宝游戏币x1
2063202,63520700,76,0,夺宝游戏币x76
2063202,63585237,1,0,夺宝游戏币x1
2063202,63677907,1,0,夺宝游戏币x1
2063202,63721485,1,0,夺宝游戏币x1
2066102,66991548,1,0,夺宝游戏币x1
2066102,67519980,1,0,夺宝游戏币x1
2066102,67523708,1,0,夺宝游戏币x1
2066102,68552174,1,0,夺宝游戏币x1
2066102,69269483,1,0,夺宝游戏币x1
2066102,69675227,1,0,夺宝游戏币x1
2066102,69690942,2,0,夺宝游戏币x2
2066102,70098041,1,0,夺宝游戏币x1
2066102,70205406,1,0,夺宝游戏币x1
2066102,71043216,1,0,夺宝游戏币x1
2066102,73629199,1,0,夺宝游戏币x1
2066102,73869673,1,0,夺宝游戏币x1
2068602,68804326,1,0,夺宝游戏币x1
2068602,68823639,1,0,夺宝游戏币x1
2068602,71538110,1,0,夺宝游戏币x1
2068602,71883863,1,0,夺宝游戏币x1
2068602,71891065,1,0,夺宝游戏币x1
2068602,72911457,1,0,夺宝游戏币x1
2068602,74706514,1,0,夺宝游戏币x1
2069702,64607755,1,0,夺宝游戏币x1
2069702,69469276,2,0,夺宝游戏币x2
2069702,70018284,1,0,夺宝游戏币x1
2069702,70579597,2,0,夺宝游戏币x2
2069702,71582206,1,0,夺宝游戏币x1
2073702,11773721,1,0,夺宝游戏币x1
2073702,221719938,1,0,夺宝游戏币x1
2073702,38814641,526,7,夺宝游戏币x526、点金手x7
2073702,73398103,2,0,夺宝游戏币x2
2073702,74273378,1,0,夺宝游戏币x1
2073702,74682242,1,0,夺宝游戏币x1
2073702,74759902,2,0,夺宝游戏币x2
2073702,75730356,1,0,夺宝游戏币x1
2073702,75742738,1,0,夺宝游戏币x1
2073702,75993325,1,0,夺宝游戏币x1
2073702,76377079,1,0,夺宝游戏币x1
2074702,201147685,1,0,夺宝游戏币x1
2074702,75257237,1,0,夺宝游戏币x1
2074702,75643430,1,0,夺宝游戏币x1
2074702,76223982,1,0,夺宝游戏币x1
2074702,76256751,2,0,夺宝游戏币x2
2074702,76472045,1,0,夺宝游戏币x1
2074702,76561848,1,0,夺宝游戏币x1
2074702,77962730,1,0,夺宝游戏币x1
2074702,79653678,2,0,夺宝游戏币x2
2075202,77683775,2,0,夺宝游戏币x2
2075202,78615611,1,0,夺宝游戏币x1
2075202,78862619,1,0,夺宝游戏币x1
2075202,78956920,2,0,夺宝游戏币x2
2075202,79492475,1,0,夺宝游戏币x1
2075802,76738429,1,0,夺宝游戏币x1
2075802,79043163,1,0,夺宝游戏币x1
2075802,79101516,1,0,夺宝游戏币x1
2077002,200062242,1,0,夺宝游戏币x1
2077002,200089874,1,0,夺宝游戏币x1
2077002,200119956,1,0,夺宝游戏币x1
2077002,200134456,1,0,夺宝游戏币x1
2077002,81078657,1,0,夺宝游戏币x1
2077102,202943605,1,0,夺宝游戏币x1
2077102,204150794,1,0,夺宝游戏币x1
2077102,204316979,2,0,夺宝游戏币x2
2077102,212446982,1,0,夺宝游戏币x1
2077102,221396689,1,0,夺宝游戏币x1
2077102,75449739,51,0,夺宝游戏币x51
2077102,79764849,1,0,夺宝游戏币x1
2077102,79774964,1,0,夺宝游戏币x1
2077102,79797656,2,0,夺宝游戏币x2
2077102,80646488,1,0,夺宝游戏币x1
2077102,80838273,1,0,夺宝游戏币x1
2077102,80909224,1,0,夺宝游戏币x1
2077102,82629288,1,0,夺宝游戏币x1
2077702,200274045,1,0,夺宝游戏币x1
2077702,200900631,1,0,夺宝游戏币x1
2077702,200914659,1,0,夺宝游戏币x1
2077702,201455091,1,0,夺宝游戏币x1
2077702,215210122,1,0,夺宝游戏币x1
2077702,82382465,1,0,夺宝游戏币x1
2077702,82463829,1,0,夺宝游戏币x1
2077702,82567824,1,0,夺宝游戏币x1
2077702,83254246,1,0,夺宝游戏币x1
2078402,82023476,1,0,夺宝游戏币x1
2078402,82798497,1,0,夺宝游戏币x1
2078402,87322831,1,0,夺宝游戏币x1
2078402,88280250,1,0,夺宝游戏币x1
2078702,81912810,1,0,夺宝游戏币x1
2078702,82972718,1,0,夺宝游戏币x1
2078702,83021981,1,0,夺宝游戏币x1
2078702,83076167,1,0,夺宝游戏币x1
2078702,86805641,1,0,夺宝游戏币x1
2078702,87823288,1,0,夺宝游戏币x1
2078702,88040163,1,0,夺宝游戏币x1
2078702,88141930,1,0,夺宝游戏币x1
2079102,203467009,1,0,夺宝游戏币x1
2079102,203726390,1,0,夺宝游戏币x1
2079102,203914278,1,0,夺宝游戏币x1
2079102,203915986,1,0,夺宝游戏币x1
2079102,214264848,1,0,夺宝游戏币x1
2079102,224266362,1,0,夺宝游戏币x1
2079102,83907292,1,0,夺宝游戏币x1
2079102,84428420,1,0,夺宝游戏币x1
2079102,85879245,1,0,夺宝游戏币x1
2079102,86016163,176,2,夺宝游戏币x176、点金手x2
2079102,86419593,1,0,夺宝游戏币x1
2079302,84860200,1,0,夺宝游戏币x1
2079302,85718504,1,0,夺宝游戏币x1
2079302,86809336,1,0,夺宝游戏币x1
2079302,87572992,1,0,夺宝游戏币x1
2079402,202509411,1,0,夺宝游戏币x1
2079402,203013122,1,0,夺宝游戏币x1
2079402,203026620,1,0,夺宝游戏币x1
2079402,203278736,1,0,夺宝游戏币x1
2079402,85254585,1,0,夺宝游戏币x1
2079402,86044129,1,0,夺宝游戏币x1
2084102,205162694,1,0,夺宝游戏币x1
2084102,205566778,2,0,夺宝游戏币x2
2084102,205569821,1,0,夺宝游戏币x1
2084102,205711038,1,0,夺宝游戏币x1
2084502,204916892,1,0,夺宝游戏币x1
2084502,204964224,1,0,夺宝游戏币x1
2084502,208604795,1,0,夺宝游戏币x1
2084502,210127074,1,0,夺宝游戏币x1
2085302,206495329,1,0,夺宝游戏币x1
2086302,206316838,1,0,夺宝游戏币x1
2086302,207115151,1,0,夺宝游戏币x1
2086302,207325269,1,0,夺宝游戏币x1
2086302,207587253,1,0,夺宝游戏币x1
2086302,207610601,1,0,夺宝游戏币x1
2086302,207771845,1,0,夺宝游戏币x1
2086302,207773153,1,0,夺宝游戏币x1
2086302,208079834,1,0,夺宝游戏币x1
2086302,208422349,76,0,夺宝游戏币x76
2086302,208447448,1,0,夺宝游戏币x1
2086302,208782576,1,0,夺宝游戏币x1
2086302,208828948,1,0,夺宝游戏币x1
2086302,209211365,1,0,夺宝游戏币x1
2087402,211378616,1,0,夺宝游戏币x1
2087402,222270345,1,0,夺宝游戏币x1
2088302,212593928,1,0,夺宝游戏币x1
