服务器ID,玩家ID,礼包ID,支付金额,代币数量,购买时间
2006502,4596249,,0.0,1000.0,2026-04-18 12:02:43.229
2054002,46662749,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 12:04:22.593
2047502,41286998,,0.0,1000.0,2026-04-18 12:05:34.207
2006402,4254942,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 12:06:13.225
2041002,46080690,,0.0,1000.0,2026-04-18 12:06:15.940
2041002,46080690,,0.0,2500.0,2026-04-18 12:06:25.134
2041002,46080690,,0.0,5000.0,2026-04-18 12:06:28.122
2041002,46080690,,0.0,10000.0,2026-04-18 12:06:31.330
2041002,46080690,,0.0,15000.0,2026-04-18 12:06:34.857
2041002,46080690,,0.0,25000.0,2026-04-18 12:06:38.389
2084102,21913740,,0.0,1000.0,2026-04-18 12:07:34.858
2079402,35549372,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 12:08:33.680
2031402,24265128,,0.0,1000.0,2026-04-18 12:10:18.210
2031402,24265128,,0.0,2500.0,2026-04-18 12:10:20.622
2054002,46662749,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 12:12:32.661
2073702,11773721,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 12:13:58.086
2084502,205810110,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 12:15:12.553
2054002,46662749,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 12:16:15.156
2039502,3475074,,0.0,5000.0,2026-04-18 12:17:32.068
2039502,3475074,,0.0,2500.0,2026-04-18 12:17:35.865
2039502,3475074,,0.0,1000.0,2026-04-18 12:17:38.900
2055302,47313136,,0.0,1000.0,2026-04-18 12:19:51.741
2008502,5689188,,0.0,1000.0,2026-04-18 12:20:09.607
2061402,59115255,,0.0,2500.0,2026-04-18 12:21:13.151
2075202,79480736,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 12:21:32.526
2012402,5079268,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 12:24:04.827
2033902,19928862,,0.0,1000.0,2026-04-18 12:26:14.459
2033902,19928862,,0.0,2500.0,2026-04-18 12:26:17.223
2066102,68008234,,0.0,1000.0,2026-04-18 12:27:06.685
2060302,57045506,,0.0,5000.0,2026-04-18 12:29:12.901
2061402,58866450,,0.0,5000.0,2026-04-18 12:30:07.665
2019202,13074595,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 12:31:18.535
2066102,73978539,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 12:32:45.405
2066102,73978539,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 12:34:47.493
2047102,39378218,ape_19999_cd_oap2,199.99,21000.0,2026-04-18 12:35:42.524
2008502,6668272,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 12:36:24.876
2084102,205036774,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 12:36:47.509
2008502,13014173,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 12:37:03.083
2077702,200308757,,0.0,1000.0,2026-04-18 12:40:14.220
2006402,5968693,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 12:40:54.244
2074702,77953241,,0.0,1000.0,2026-04-18 12:43:36.570
2074702,77953241,,0.0,2500.0,2026-04-18 12:43:39.718
2074702,77953241,,0.0,5000.0,2026-04-18 12:43:42.116
2025502,18047958,,0.0,2500.0,2026-04-18 12:45:34.884
2006402,5849885,,0.0,2500.0,2026-04-18 12:47:44.313
2006102,6454041,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 12:47:59.247
2041002,19068760,,0.0,1000.0,2026-04-18 12:48:19.581
2041002,19068760,,0.0,2500.0,2026-04-18 12:48:21.860
2079402,35549372,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 12:48:31.566
2017802,11665893,,0.0,1000.0,2026-04-18 12:49:22.642
2021902,15433271,,0.0,5000.0,2026-04-18 12:49:46.977
2052502,49509683,,0.0,2500.0,2026-04-18 12:51:15.277
2060302,64543350,ape_19999_cd_oap2,199.99,21000.0,2026-04-18 12:55:07.979
2047102,39378218,ape_19999_cd_oap2,199.99,21000.0,2026-04-18 12:58:09.045
2021902,14712628,,0.0,2500.0,2026-04-18 12:59:25.257
2024702,21365299,,0.0,1000.0,2026-04-18 13:00:32.116
2029902,22179502,,0.0,1000.0,2026-04-18 13:02:26.659
2029902,22179502,,0.0,2500.0,2026-04-18 13:02:28.496
2029902,22179502,,0.0,5000.0,2026-04-18 13:02:31.044
2033202,26422876,,0.0,10000.0,2026-04-18 13:02:45.299
2038602,8574091,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 13:02:58.365
2058402,54063363,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 13:03:01.403
2025502,18374122,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 13:04:03.075
2058402,54063363,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 13:04:42.441
2007202,7162798,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 13:07:00.634
2077002,79878389,,0.0,1000.0,2026-04-18 13:08:05.605
2038602,8574091,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 13:08:29.684
2055802,55884730,,0.0,1000.0,2026-04-18 13:08:35.508
2052502,49833858,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 13:08:37.185
2055802,55884730,,0.0,2500.0,2026-04-18 13:08:38.742
2047102,39378218,ape_19999_cd_oap2,199.99,21000.0,2026-04-18 13:10:46.595
2079402,35549372,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 13:10:46.804
2088302,210370222,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 13:11:30.097
2007202,23809498,,0.0,1000.0,2026-04-18 13:15:38.383
2007202,23809498,,0.0,2500.0,2026-04-18 13:15:44.096
2007202,23809498,,0.0,5000.0,2026-04-18 13:15:48.360
2006102,6454041,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 13:17:21.673
2068602,34839533,,0.0,1000.0,2026-04-18 13:17:22.133
2068602,34839533,,0.0,2500.0,2026-04-18 13:17:24.562
2068602,34839533,,0.0,5000.0,2026-04-18 13:17:26.774
2068602,34839533,,0.0,10000.0,2026-04-18 13:17:31.612
2068602,34839533,,0.0,15000.0,2026-04-18 13:17:34.362
2068602,34839533,,0.0,25000.0,2026-04-18 13:17:36.899
2060302,58130196,,0.0,2500.0,2026-04-18 13:17:47.719
2012402,6244615,,0.0,2500.0,2026-04-18 13:19:09.910
2032402,28497456,,0.0,2500.0,2026-04-18 13:20:25.562
2032402,28497456,,0.0,10000.0,2026-04-18 13:20:30.778
2019202,13392318,,0.0,2500.0,2026-04-18 13:21:27.980
2012402,23051777,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 13:21:59.938
2055802,48319936,,0.0,1000.0,2026-04-18 13:23:01.436
2055802,48319936,,0.0,2500.0,2026-04-18 13:23:06.255
2055802,48319936,,0.0,5000.0,2026-04-18 13:23:10.301
2058302,56636784,ape_0999_cd_oap_month1,9.99,1000.0,2026-04-18 13:27:42.603
2052502,49833858,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 13:28:38.911
2047102,39279586,,0.0,1000.0,2026-04-18 13:31:12.891
2047102,39279586,,0.0,10000.0,2026-04-18 13:31:23.059
2047102,39279586,,0.0,15000.0,2026-04-18 13:31:27.427
2058402,55921654,,0.0,1000.0,2026-04-18 13:32:24.763
2058402,55921654,,0.0,10000.0,2026-04-18 13:32:31.715
2060302,58014214,,0.0,1000.0,2026-04-18 13:32:36.042
2058402,55921654,,0.0,25000.0,2026-04-18 13:32:38.071
2088302,210290432,,0.0,5000.0,2026-04-18 13:33:09.111
2023502,19505171,,0.0,5000.0,2026-04-18 13:33:35.753
2077002,27610334,,0.0,2500.0,2026-04-18 13:34:48.029
2077002,27608534,,0.0,5000.0,2026-04-18 13:40:31.220
2077002,27608534,,0.0,2500.0,2026-04-18 13:40:35.095
2006102,9126115,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 13:41:26.338
2032402,27661733,,0.0,1000.0,2026-04-18 13:41:28.098
2033202,23549504,ape_19999_cd_oap2,199.99,21000.0,2026-04-18 13:41:49.129
2022002,16780991,,0.0,2500.0,2026-04-18 13:41:59.972
2054202,45826788,,0.0,10000.0,2026-04-18 13:42:13.298
2600602,120897720,ape_0999_cd_oap2_cn,9.99,1050.0,2026-04-18 13:45:17.558
2012402,8914963,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 13:46:34.079
2055802,50416621,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 13:52:14.331
2023502,21076020,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 13:54:39.680
2052702,44062861,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 13:55:02.196
2088302,210370222,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 13:56:46.056
2077702,40420894,,0.0,1000.0,2026-04-18 13:58:06.546
2088302,210370222,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 13:58:18.884
2016902,47557017,,0.0,1000.0,2026-04-18 14:01:04.938
2016902,47557017,,0.0,2500.0,2026-04-18 14:01:06.668
2016902,47557017,,0.0,5000.0,2026-04-18 14:01:08.268
2077102,80141190,,0.0,5000.0,2026-04-18 14:01:48.773
2088302,210370222,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 14:02:18.693
2033902,26299144,,0.0,1000.0,2026-04-18 14:08:00.436
2078702,47967993,ape_19999_cd_oap2,199.99,21000.0,2026-04-18 14:08:19.656
2087402,211375285,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 14:09:01.276
2077002,200554283,,0.0,10000.0,2026-04-18 14:10:37.720
2041002,34038613,,0.0,10000.0,2026-04-18 14:10:39.134
2077102,75449739,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 14:13:17.061
2023502,15891484,,0.0,2500.0,2026-04-18 14:15:19.722
2088302,210370222,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 14:18:09.879
2088202,212325782,,0.0,5000.0,2026-04-18 14:20:56.230
2047502,40901960,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 14:22:19.587
2023502,19448494,,0.0,10000.0,2026-04-18 14:22:49.399
2007202,5302387,,0.0,5000.0,2026-04-18 14:26:27.606
2063202,63999387,,0.0,2500.0,2026-04-18 14:30:56.298
2074702,74072088,,0.0,1000.0,2026-04-18 14:31:01.643
2032002,28510234,ape_19999_cd_oap2,199.99,21000.0,2026-04-18 14:32:38.245
2055302,42280415,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 14:33:23.735
2060302,58014214,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 14:34:00.053
2032002,28268584,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 14:35:09.184
2014502,12991657,,0.0,5000.0,2026-04-18 14:36:29.803
2077102,80172312,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 14:37:43.236
2055802,48891507,ape_19999_cd_oap2,199.99,21000.0,2026-04-18 14:39:30.086
2038602,28707236,,0.0,2500.0,2026-04-18 14:40:26.295
2041002,14302591,,0.0,1000.0,2026-04-18 14:41:42.851
2013402,9570697,,0.0,1000.0,2026-04-18 14:42:34.863
2013402,9570697,,0.0,2500.0,2026-04-18 14:42:37.805
2013402,9570697,,0.0,5000.0,2026-04-18 14:42:41.985
2055802,48891507,,0.0,1000.0,2026-04-18 14:44:17.387
2077102,80172312,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 14:47:22.164
2032002,24842525,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 14:47:35.583
2032002,28510234,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 14:49:57.974
2051002,41910339,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 14:50:04.723
2075202,78480997,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 14:50:26.837
2025502,18163099,,0.0,1000.0,2026-04-18 14:52:16.661
2025502,18163099,,0.0,25000.0,2026-04-18 14:52:48.474
2041002,23984226,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 14:53:41.031
2018502,17649139,,0.0,2500.0,2026-04-18 14:55:40.184
2068602,68764292,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 15:00:52.881
2058802,45958168,,0.0,1000.0,2026-04-18 15:01:16.545
2073702,74219808,,0.0,1000.0,2026-04-18 15:02:12.697
2068602,71253075,,0.0,10000.0,2026-04-18 15:04:44.905
2023502,11380910,,0.0,1000.0,2026-04-18 15:04:49.828
2068602,71253075,,0.0,5000.0,2026-04-18 15:04:51.037
2068602,71253075,,0.0,2500.0,2026-04-18 15:04:56.711
2068602,71253075,,0.0,1000.0,2026-04-18 15:04:59.420
2007202,20540315,,0.0,1000.0,2026-04-18 15:07:13.456
2038602,34210976,,0.0,5000.0,2026-04-18 15:12:33.785
2087402,212090192,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 15:12:39.677
2087402,212090192,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 15:13:03.030
2074702,75217747,,0.0,1000.0,2026-04-18 15:13:16.551
2058802,46050237,,0.0,1000.0,2026-04-18 15:14:06.696
2051002,40506099,,0.0,1000.0,2026-04-18 15:15:24.709
2075202,78160440,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 15:16:47.292
2054202,45629654,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 15:17:06.171
2012402,5765266,,0.0,2500.0,2026-04-18 15:17:11.639
2075202,78174244,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 15:18:12.237
2087402,212090192,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 15:22:42.501
2087402,212090192,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 15:23:59.235
2023502,13245861,,0.0,1000.0,2026-04-18 15:27:34.383
2060302,56667850,,0.0,5000.0,2026-04-18 15:27:41.858
2055802,48073539,,0.0,1000.0,2026-04-18 15:31:27.653
2079402,203026620,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 15:34:44.847
2084502,206050535,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 15:34:49.101
2006402,3835444,,0.0,5000.0,2026-04-18 15:38:09.721
2014502,13027586,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 15:39:26.415
2062602,60749528,,0.0,1000.0,2026-04-18 15:39:30.277
2079402,203026620,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 15:39:39.873
2006102,6484959,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 15:40:42.778
2039502,32366679,,0.0,5000.0,2026-04-18 15:42:34.758
2041002,34038613,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 15:44:31.201
2079102,83940666,,0.0,1000.0,2026-04-18 15:44:38.671
2041002,34038613,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 15:45:03.858
2058802,45215660,,0.0,1000.0,2026-04-18 15:47:05.281
2058802,45215660,,0.0,2500.0,2026-04-18 15:47:08.713
2058802,45215660,,0.0,5000.0,2026-04-18 15:47:13.297
2058802,45215660,,0.0,10000.0,2026-04-18 15:47:16.582
2058802,45215660,,0.0,15000.0,2026-04-18 15:47:20.072
2058802,45215660,,0.0,25000.0,2026-04-18 15:47:23.244
2060902,57796435,,0.0,2500.0,2026-04-18 15:49:06.647
2012402,7460872,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 15:52:10.630
2060902,64930610,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 15:53:00.808
2077702,40420894,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 15:53:37.373
2055302,47485123,,0.0,1000.0,2026-04-18 15:55:22.022
2050802,40540878,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 15:56:35.656
2030002,27138261,,0.0,5000.0,2026-04-18 15:59:05.052
2030002,27138261,,0.0,2500.0,2026-04-18 15:59:09.804
2030002,27138261,,0.0,1000.0,2026-04-18 15:59:13.891
2051002,40506099,,0.0,25000.0,2026-04-18 16:01:23.913
2093102,221031529,ape_19999_cd_oap2,199.99,21000.0,2026-04-18 16:01:26.129
2029902,21167199,,0.0,2500.0,2026-04-18 16:03:02.317
2073702,73474771,,0.0,25000.0,2026-04-18 16:05:06.248
2033202,27214385,,0.0,1000.0,2026-04-18 16:05:31.327
2077002,80513657,,0.0,25000.0,2026-04-18 16:06:52.922
2077002,80513657,,0.0,2500.0,2026-04-18 16:06:58.270
2077002,80513657,,0.0,1000.0,2026-04-18 16:07:00.274
2058802,48444334,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 16:07:01.237
2052502,49828160,,0.0,2500.0,2026-04-18 16:08:03.431
2055802,56224846,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 16:10:18.377
2041002,15138155,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 16:12:14.982
2016902,11469430,,0.0,5000.0,2026-04-18 16:16:06.040
2077702,201989156,,0.0,1000.0,2026-04-18 16:18:56.766
2051302,42219379,2013511022_monkey_currency,99.99,10000.0,2026-04-18 16:20:02.501
2051302,42219379,,0.0,10000.0,2026-04-18 16:20:02.502
2087402,210640850,,0.0,1000.0,2026-04-18 16:21:26.201
2027002,20295638,,0.0,1000.0,2026-04-18 16:21:33.031
2054002,45178602,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 16:21:55.174
2058302,52621737,,0.0,1000.0,2026-04-18 16:24:35.811
2010108,213785383,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 16:25:05.100
2077702,40420894,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 16:26:59.973
2052502,49833858,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 16:28:04.533
2044602,36072891,,0.0,1000.0,2026-04-18 16:30:54.141
2060302,57890075,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 16:33:07.839
2052502,52385318,ape_19999_cd_oap2,199.99,21000.0,2026-04-18 16:34:28.936
2077002,200542119,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 16:35:57.773
2077002,79815782,,0.0,1000.0,2026-04-18 16:37:13.624
2069702,72583277,,0.0,2500.0,2026-04-18 16:37:27.191
2024702,18841126,ape_19999_cd_oap2,199.99,21000.0,2026-04-18 16:41:38.276
2024702,18841126,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 16:42:17.596
2024702,18841126,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 16:43:17.732
2024402,20795899,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 16:43:25.733
2063202,64019260,,0.0,1000.0,2026-04-18 16:48:01.276
2063202,64019260,,0.0,2500.0,2026-04-18 16:48:03.905
2030002,25881955,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 16:49:13.243
2075202,78889498,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 16:49:19.483
2006402,7568971,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 16:51:35.535
2007202,24505327,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 16:59:16.368
2054002,30122349,,0.0,1000.0,2026-04-18 16:59:55.649
2054002,30122349,,0.0,2500.0,2026-04-18 16:59:59.109
2054002,30122349,,0.0,5000.0,2026-04-18 17:00:02.344
2054002,30122349,,0.0,10000.0,2026-04-18 17:00:04.554
2054002,30122349,,0.0,15000.0,2026-04-18 17:00:07.509
2054002,30122349,,0.0,25000.0,2026-04-18 17:00:10.314
2062602,62211123,,0.0,5000.0,2026-04-18 17:04:08.210
2006102,20678857,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 17:06:05.178
2022002,14587758,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 17:06:50.846
2058402,54854589,,0.0,2500.0,2026-04-18 17:07:43.004
2058402,54854589,,0.0,1000.0,2026-04-18 17:07:47.371
2050802,40761300,,0.0,1000.0,2026-04-18 17:07:48.151
2037402,35833980,,0.0,1000.0,2026-04-18 17:08:40.649
2079402,85344560,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 17:11:19.626
2063202,64019260,2013511022_monkey_currency,99.99,10000.0,2026-04-18 17:14:28.383
2063202,64019260,,0.0,10000.0,2026-04-18 17:14:28.385
2032402,27849954,,0.0,1000.0,2026-04-18 17:15:22.034
2010108,213785383,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 17:17:48.209
2063202,64019260,2013511022_monkey_currency,99.99,10000.0,2026-04-18 17:18:45.449
2063202,64019260,,0.0,10000.0,2026-04-18 17:18:45.451
2037402,18703214,,0.0,1000.0,2026-04-18 17:21:13.827
2037402,18703214,,0.0,2500.0,2026-04-18 17:21:18.642
2037402,18703214,,0.0,5000.0,2026-04-18 17:21:22.154
2037402,18703214,,0.0,10000.0,2026-04-18 17:21:24.255
2037402,18703214,,0.0,15000.0,2026-04-18 17:21:27.740
2037402,18703214,,0.0,25000.0,2026-04-18 17:21:30.208
2063202,64019260,2013511022_monkey_currency,99.99,10000.0,2026-04-18 17:23:06.150
2063202,64019260,,0.0,10000.0,2026-04-18 17:23:06.151
2038602,31776438,,0.0,1000.0,2026-04-18 17:27:12.065
2025502,17299565,,0.0,15000.0,2026-04-18 17:29:08.029
2055302,42321634,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 17:30:25.245
2031402,24387210,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 17:31:37.140
2007202,10421505,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 17:33:03.096
2010108,213785383,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 17:34:47.330
2007202,10421505,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 17:35:40.531
2007202,10421505,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 17:37:31.275
2010108,213785383,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 17:41:22.814
2041002,23984226,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 17:43:09.117
2060302,34871036,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 17:44:04.602
2006102,6454041,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 17:45:12.225
2063202,69205231,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 17:46:37.088
2086302,209345537,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 17:47:40.581
2054202,47084081,ape_19999_cd_oap2,199.99,21000.0,2026-04-18 17:47:54.414
2054202,47084081,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 17:48:20.306
2079102,82421215,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 17:51:31.528
2012302,7893728,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 17:51:43.564
2054202,44931151,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 17:52:03.880
2054202,44931151,ape_19999_cd_oap2,199.99,21000.0,2026-04-18 17:52:20.240
2012302,7893728,ape_4999_cd_oap_month2,49.99,5000.0,2026-04-18 17:52:32.232
2084502,204903614,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 17:52:58.441
2007202,6305433,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 17:53:49.508
2077102,81396265,,0.0,5000.0,2026-04-18 17:54:15.568
2013402,10086055,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 17:55:49.235
2055802,48073539,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 17:56:27.723
2041002,3665601,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 17:56:33.232
2062602,62911328,ape_19999_cd_oap2,199.99,21000.0,2026-04-18 17:57:47.211
2012402,16182800,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 17:57:56.543
2013402,10086055,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 17:58:24.106
2041002,14715919,,0.0,1000.0,2026-04-18 17:59:34.174
2041002,14715919,,0.0,2500.0,2026-04-18 17:59:37.140
2060302,56895815,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 18:00:53.801
2041002,44263053,ape_19999_cd_oap2,199.99,21000.0,2026-04-18 18:02:03.410
2006102,8405108,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 18:04:54.885
2077102,80854609,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 18:05:11.063
2062602,10249527,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 18:05:39.845
2043802,35560551,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 18:05:54.391
2079102,23865614,ape_19999_cd_oap2,199.99,21000.0,2026-04-18 18:05:54.694
2077002,79833322,,0.0,5000.0,2026-04-18 18:06:14.770
2063202,63488622,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 18:10:01.526
2087402,210640850,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 18:10:01.537
2054002,23084111,ape_19999_cd_oap2,199.99,21000.0,2026-04-18 18:11:58.213
2054002,56138952,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 18:12:23.717
2006402,7710759,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 18:13:23.948
2075202,78982302,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 18:14:03.994
2012402,16182800,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 18:14:17.445
2016902,56262169,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 18:16:06.639
2078702,87925790,,0.0,1000.0,2026-04-18 18:19:01.538
2032002,28268584,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 18:19:41.271
2006402,11113666,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 18:20:36.994
2092702,220519286,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 18:24:20.375
2058402,49976038,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 18:27:32.708
2079102,23865614,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 18:27:38.591
2050502,41190481,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 18:28:38.577
2007202,10845039,ape_19999_cd_oap2,199.99,21000.0,2026-04-18 18:28:56.249
2055302,47462189,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 18:30:07.312
2016902,5463773,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 18:30:40.364
2006102,4984657,ape_19999_cd_oap2,199.99,21000.0,2026-04-18 18:31:46.027
2047102,39290153,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 18:32:53.622
2016902,50494222,ape_49999_cd_oap2,499.99,52500.0,2026-04-18 18:37:46.106
2062402,59038909,ape_19999_cd_oap2,199.99,21000.0,2026-04-18 18:37:58.162
2063202,25164663,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 18:38:05.977
2062402,59038909,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 18:38:24.984
2007202,22627293,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 18:41:49.911
2086302,209345537,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 18:44:12.264
2077002,200209343,,0.0,1000.0,2026-04-18 18:45:09.298
2054202,45623299,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 18:46:03.529
2010108,213785383,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 18:48:46.025
2077002,200209343,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 18:48:56.699
2015702,27365152,,0.0,1000.0,2026-04-18 18:49:44.861
2032002,28268584,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 18:50:10.249
2010108,213785383,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 18:51:14.542
2030502,23829638,ape_19999_cd_oap2,199.99,21000.0,2026-04-18 18:52:06.108
2027002,20273346,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 18:53:35.828
2041002,14358374,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 18:53:53.634
2016902,169859,ape_0999_cd_oap2,9.99,1050.0,2026-04-18 18:55:14.548
2054202,45629654,ape_4999_cd_oap2,49.99,5250.0,2026-04-18 18:56:28.836
2025502,22165551,ape_9999_cd_oap2,99.99,10500.0,2026-04-18 18:56:44.345
2060902,64930610,ape_1999_cd_oap2,19.99,2100.0,2026-04-18 18:57:00.137
2027002,20273346,,0.0,1000.0,2026-04-18 18:57:57.160
