"活动 ID","活动名称","服务器（组）","是否跨服排名","是否跨服","活动开始时间","活动结束时间","活动持续时长","最后操作人","最后更新时间","状态"
7379	,情人节-限时抢购-S3-5-通用皮（3期	,"1组 (2006102, 2006402, 2006502, 2006702, 2007202, 2008502, 2010102, 2010302, 2012102, 2012302, 2012402, 2013402, 2013602, 2014502, 2015702, 2016902, 2017802, 2018202, 2018502, 2018602, 2019202, 2021902, 2022002, 2023502, 2024402, 2024502, 2024702, 2025502, 2026002, 2027002, 2028602, 2029902, 2030002, 2030502, 2031402, 2032002, 2032402, 2033202, 2033902, 2037402, 2038602, 2039502, 2041002, 2043802, 2044602, 2046502, 2047102, 2047502, 2049702, 2050502, 2050802, 2051002, 2051302, 2052502, 2052702, 2054002, 2054202, 2055302, 2055802, 2056102, 2058302, 2058402, 2058802, 2060302, 2060902, 2061402, 2062402, 2062602, 2063202, 2066102, 2068602, 2069702, 2073702, 2074702, 2075202, 2075802, 2077002, 2077102, 2077702, 2078402, 2078702, 2079102, 2079302, 2079402, 2084102, 2084502, 2085302, 2086302, 2087402, 2088202, 2088302, 2088802, 2088902, 2089202, 2089602, 2089702, 2089802, 2089902, 2090002, 2090102, 2090202, 2090302, 2090402, 2090502, 2090602, 2090702, 2090802, 2090902, 2091002, 2091102, 2091202, 2091302, 2091402, 2091502, 2091602, 2091702, 2091802, 2091902, 2092002, 2092102, 2600202, 2600502, 2600602, 2603302, 2603602, 2603702, 2604002, 2604402, 2605102, 2605902, 2606502, 2606802, 2606902, 2607002, 2607102, 2607202, 2607302, 2607402, 2607502, 2607602, 2607702, 2607802)"	,是	,跨服	,2026.03.02 00:00:00	,2026.03.03 00:00:00	,24h	,龚亮	,2026.02.11 08:16:25	,部署申请	
544	,最强猴子（Shema3版）	,"1组 (2004402, 2004502)"	,是	,跨服	,2022.05.23 00:00:00	,2022.05.29 00:00:00	,144h	,同步项目组状态	,2022.05.29 00:00:00	,已结束	
546	,最强猴子（Shema3版）	,"2组 (2004602, 2004702, 2004802, 2004902), (2005002, 2005102)"	,是	,跨服	,2022.05.30 00:00:00	,2022.06.05 00:00:00	,144h	,李佶虹	,2022.05.27 10:03:22	,已驳回	
545	,幸运奖盘（Shema3版）	,"2004402, 2004502"	,否	,单服	,2022.05.23 00:00:00	,2022.05.26 00:00:00	,72h	,同步项目组状态	,2022.05.26 00:05:00	,已下线	
540	,霍格博士的复仇（ark上）	,"3组 (2002702, 2003502, 2004102), (2004202, 2004302, 2004402, 2004502), (2004602, 2004702, 2004802, 2004902)"	,是	,跨服	,2022.05.16 00:00:00	,2022.05.23 00:00:00	,168h	,同步项目组状态	,2022.05.23 00:05:00	,已下线	
538	,最强猴子（Shema3版）	,"3组 (2004202, 2004302, 2004402, 2004502), (2004602, 2004702), (2004802, 2004902)"	,是	,跨服	,2022.05.16 00:00:00	,2022.05.22 00:00:00	,144h	,同步项目组状态	,2022.05.22 00:05:00	,已结束	
541	,跨服wonder - 主活动	,"1组 (2002702, 2003502, 2004102)"	,是	,跨服	,2022.05.17 00:00:00	,2022.05.22 00:00:00	,120h	,同步项目组状态	,2022.05.22 00:05:00	,已下线	
539	,霍格博士的复仇（ark上）	,"2组 (2002702, 2003502, 2004102), (2004202, 2004302, 2004402, 2004502, 2004602, 2004702, 2004802, 2004902)"	,是	,跨服	,2022.05.16 00:00:00	,2022.05.23 00:00:00	,168h	,李佶虹	,2022.05.16 02:11:06	,已驳回	
537	,极速救援（ark上）	,"2002702, 2003502, 2004102, 2004202, 2004302, 2004402, 2004502, 2004602, 2004702"	,否	,单服	,2022.05.13 00:00:00	,2022.05.15 00:00:00	,48h	,同步项目组状态	,2022.05.15 00:05:00	,已下线	
536	,最强猴子（双周常循环）	,"4组 (2002702, 2003502, 2004102), (2004202, 2004502), (2004302, 2004402), (2004602, 2004702)"	,是	,跨服	,2022.05.09 00:00:00	,2022.05.15 00:00:00	,144h	,同步项目组状态	,2022.05.15 00:05:00	,已结束	
535	,跨服wonder - 主活动	,"2组 (2004202, 2004502), (2004302, 2004402)"	,是	,跨服	,2022.05.03 00:00:00	,2022.05.07 12:00:00	,108h	,同步项目组状态	,2022.05.07 12:05:00	,已下线	
534	,跨服wonder - 主活动	,"1组 (2004602, 2004702)"	,是	,跨服	,2022.05.03 00:00:00	,2022.05.07 12:00:00	,108h	,同步项目组状态	,2022.05.07 12:00:00	,已下线	
501	,KVK主活动	,"1组 (2004202, 2004302, 2004402, 2004502)"	,是	,跨服	,2022.04.04 00:00:00	,2022.05.02 00:00:00	,672h	,同步项目组状态	,2022.05.02 00:00:00	,已结束	
530	,最强猴子（双周常循环）	,"2组 (2002702, 2003502, 2004102), (2004202, 2004302, 2004402, 2004502)"	,是	,跨服	,2022.04.25 00:00:00	,2022.05.01 00:00:00	,144h	,同步项目组状态	,2022.05.01 00:05:00	,已结束	
532	,联盟充值（后台）	,2004702	,否	,单服	,2022.04.26 00:00:00	,2022.05.01 00:00:00	,120h	,同步项目组状态	,2022.05.01 00:05:00	,已下线	
533	,跨服wonder - 主活动	,"1组 (2004602, 2004702)"	,是	,跨服	,2022.05.03 00:00:00	,2022.05.07 12:00:00	,108h	,同步项目组状态	,2022.04.28 13:20:00	,已下线	
527	,帮派运动会	,"1组 (2002702, 2003502, 2004102)"	,是	,跨服	,2022.04.21 00:00:00	,2022.04.26 00:00:00	,120h	,同步项目组状态	,2022.04.26 00:00:00	,已结束	
529	,物品探测-卡池10后台	,"2002702, 2003502"	,否	,单服	,2022.04.22 00:00:00	,2022.04.23 00:00:00	,24h	,同步项目组状态	,2022.04.23 00:05:00	,已下线	
528	,物品探测-卡池10后台	,"2002702, 2003502"	,否	,单服	,2022.04.22 00:00:00	,2022.04.23 00:00:00	,24h	,同步项目组状态	,2022.04.22 09:45:00	,已结束	
521	,复活节2022-七日	,2005002	,否	,单服	,2022.04.15 00:00:00	,2022.04.22 00:00:00	,168h	,同步项目组状态	,2022.04.22 00:05:00	,已下线	
519	,复活节bp2022	,2005002	,否	,单服	,2022.04.15 00:00:00	,2022.04.22 00:00:00	,168h	,同步项目组状态	,2022.04.22 00:05:00	,已下线	
520	,复活节2022-掉落	,2005002	,否	,单服	,2022.04.17 00:00:00	,2022.04.22 00:00:00	,120h	,同步项目组状态	,2022.04.22 00:05:00	,已下线	
526	,霍格博士的复仇（ark上）	,"1组 (2002702, 2003502, 2004102)"	,是	,跨服	,2022.04.20 00:00:00	,2022.04.27 00:00:00	,168h	,同步项目组状态	,2022.04.20 07:25:00	,已结束	
504	,复活节bp2022	,2003502	,否	,单服	,2022.04.12 00:00:00	,2022.04.20 00:00:00	,192h	,同步项目组状态	,2022.04.20 00:05:00	,已下线	
508	,复活节2022-掉落	,2003502	,否	,单服	,2022.04.14 00:00:00	,2022.04.20 00:00:00	,144h	,同步项目组状态	,2022.04.20 00:05:00	,已下线	
523	,复活节2022-可持续发展	,2005002	,否	,单服	,2022.04.15 00:00:00	,2022.04.20 00:00:00	,120h	,同步项目组状态	,2022.04.20 00:05:00	,已下线	
514	,复活节bp2022	,"2001202, 2002002, 2002702, 2003602, 2003702, 2004102, 2004202, 2004302, 2004402, 2004502, 2004602, 2004702, 2004802, 2004902"	,否	,单服	,2022.04.13 00:00:00	,2022.04.20 00:00:00	,168h	,同步项目组状态	,2022.04.20 00:05:00	,已下线	
516	,复活节2022-七日	,"2001202, 2002002, 2002702, 2003602, 2003702, 2004102, 2004202, 2004302, 2004402, 2004502, 2004602, 2004702, 2004802, 2004902"	,否	,单服	,2022.04.13 00:00:00	,2022.04.20 00:00:00	,168h	,同步项目组状态	,2022.04.20 00:05:00	,已下线	
517	,复活节2022-掉落	,"2001202, 2002002, 2002702, 2003602, 2003702, 2004102, 2004202, 2004302, 2004402, 2004502, 2004602, 2004702, 2004802, 2004902"	,否	,单服	,2022.04.15 00:00:00	,2022.04.20 00:00:00	,120h	,同步项目组状态	,2022.04.20 00:05:00	,已下线	
505	,复活节2022-七日	,2003502	,否	,单服	,2022.04.12 00:00:00	,2022.04.19 00:00:00	,168h	,同步项目组状态	,2022.04.19 00:05:00	,已下线	
525	,复活节2022-无尽战意	,2005002	,否	,单服	,2022.04.16 00:00:00	,2022.04.19 00:00:00	,72h	,同步项目组状态	,2022.04.19 00:05:00	,已下线	
507	,复活节2022-可持续发展	,2003502	,否	,单服	,2022.04.12 00:00:00	,2022.04.18 00:00:00	,144h	,同步项目组状态	,2022.04.18 00:05:00	,已下线	
518	,复活节2022-可持续发展	,"2001202, 2002002, 2002702, 2003602, 2003702, 2004102, 2004202, 2004302, 2004402, 2004502, 2004602, 2004702, 2004802, 2004902"	,否	,单服	,2022.04.13 00:00:00	,2022.04.18 00:00:00	,120h	,同步项目组状态	,2022.04.18 00:05:00	,已下线	
524	,复活节2022-无尽战意	,"3组 (2001202, 2002002, 2002702, 2003502, 2003602, 2003702, 2004102), (2004202, 2004302, 2004402, 2004502), (2004602, 2004702, 2004802, 2004902)"	,是	,跨服	,2022.04.14 00:00:00	,2022.04.17 00:00:00	,72h	,同步项目组状态	,2022.04.17 00:05:00	,已下线	
509	,复活节2022-无尽战意	,"2组 (2001202, 2002002, 2002702, 2003502, 2003602, 2003702, 2004102, 2004602, 2004702, 2004802, 2004902), (2004202, 2004302, 2004402, 2004502)"	,是	,跨服	,2022.04.14 00:00:00	,2022.04.17 00:00:00	,72h	,李佶虹	,2022.04.12 13:14:13	,已驳回	
515	,复活节2022-掉落	,"2001202, 2002002, 2002702, 2003502, 2003602, 2003702, 2004102, 2004202, 2004302, 2004402, 2004502, 2004602, 2004702, 2004802, 2004902"	,否	,单服	,2022.04.15 00:00:00	,2022.04.20 00:00:00	,120h	,李佶虹	,2022.04.12 13:11:40	,已驳回	
522	,复活节2022-可持续发展	,2005002	,否	,单服	,2022.04.17 00:00:00	,2022.04.22 00:00:00	,120h	,李佶虹	,2022.04.12 13:11:22	,已驳回	
510	,复活节bp2022	,"2000108, 2001202, 2002002, 2002702, 2003602, 2003702, 2004102, 2004202, 2004302, 2004402, 2004502, 2004602, 2004702, 2004802, 2004902"	,否	,单服	,2022.04.13 00:00:00	,2022.04.20 00:00:00	,168h	,李佶虹	,2022.04.12 12:30:10	,已驳回	
511	,复活节2022-七日	,"2000108, 2001202, 2002002, 2002702, 2003602, 2003702, 2004102, 2004202, 2004302, 2004402, 2004502, 2004602, 2004702, 2004802, 2004902"	,否	,单服	,2022.04.13 00:00:00	,2022.04.20 00:00:00	,168h	,李佶虹	,2022.04.12 12:30:05	,已驳回	
512	,复活节2022-掉落	,"2000108, 2001202, 2002002, 2002702, 2003602, 2003702, 2004102, 2004202, 2004302, 2004402, 2004502, 2004602, 2004702, 2004802, 2004902"	,否	,单服	,2022.04.15 00:00:00	,2022.04.20 00:00:00	,120h	,李佶虹	,2022.04.12 12:29:58	,已驳回	
513	,复活节2022-可持续发展	,"2000108, 2001202, 2002002, 2002702, 2003602, 2003702, 2004102, 2004202, 2004302, 2004402, 2004502, 2004602, 2004702, 2004802, 2004902"	,否	,单服	,2022.04.13 00:00:00	,2022.04.18 00:00:00	,120h	,李佶虹	,2022.04.12 12:29:51	,已驳回	
503	,最强猴子（双周常循环）	,"4组 (2001202, 2003502), (2002002, 2002702), (2003602, 2003702, 2004102), (2000108, 2004202, 2004302, 2004402, 2004502)"	,是	,跨服	,2022.04.11 00:00:00	,2022.04.17 00:00:00	,144h	,同步项目组状态	,2022.04.12 06:20:00	,已结束	
506	,复活节2022-掉落	,2003502	,否	,单服	,2022.04.14 00:00:00	,2022.04.20 00:00:00	,144h	,牟楠	,2022.04.11 12:02:09	,已驳回	
502	,跨服wonder - 主活动	,"5组 (2001202, 2003502), (2002002, 2002702), (2003602, 2003702, 2004102), (2004202, 2004502), (2004302, 2004402)"	,是	,跨服	,2022.04.06 00:00:00	,2022.04.10 12:00:00	,108h	,同步项目组状态	,2022.04.10 12:05:00	,已下线	
498	,英雄培养活动（克拉克兄弟）	,"2001202, 2002002, 2002702, 2003502, 2003602, 2003702, 2004102"	,否	,单服	,2022.03.14 00:00:00	,2022.04.04 00:00:00	,504h	,同步项目组状态	,2022.04.04 00:05:00	,已下线	
500	,最强猴子（双周常循环）	,"5组 (2001202, 2003502), (2002002, 2002702), (2003602, 2003702, 2004102), (2004202, 2004502), (2004302, 2004402)"	,是	,跨服	,2022.03.28 00:00:00	,2022.04.03 00:00:00	,144h	,同步项目组状态	,2022.04.03 00:05:00	,已结束	
499	,跨服wonder - 主活动	,"5组 (2001202, 2003702), (2002002, 2003502), (2002702, 2003602, 2004102), (2004202, 2004402), (2004302, 2004502)"	,是	,跨服	,2022.03.25 00:00:00	,2022.03.27 12:00:00	,60h	,同步项目组状态	,2022.03.28 12:05:00	,已下线	
450	,KVK主活动	,"1组 (2001202, 2002002, 2002702, 2003502, 2003602, 2003702, 2004102)"	,是	,跨服	,2022.02.21 00:00:00	,2022.03.21 00:00:00	,672h	,同步项目组状态	,2022.03.21 00:00:00	,已结束	
495	,最强猴子（双周常循环）	,"2组 (2004202, 2004302), (2004402, 2004502)"	,是	,跨服	,2022.03.14 00:00:00	,2022.03.20 00:00:00	,144h	,同步项目组状态	,2022.03.20 00:05:00	,已下线	
497	,最强猴子（双周常循环）	,"1组 (2001202, 2002002, 2002702, 2003502, 2003602, 2003702, 2004102)"	,是	,跨服	,2022.03.14 00:00:00	,2022.03.20 00:00:00	,144h	,同步项目组状态	,2022.03.20 00:00:00	,已结束	
490	,联盟充值（后台）	,2004402	,否	,单服	,2022.03.11 00:00:00	,2022.03.16 00:00:00	,120h	,同步项目组状态	,2022.03.16 00:05:00	,已下线	
496	,幸运奖盘（ark手动上）	,2004502	,否	,单服	,2022.03.14 00:00:00	,2022.03.16 00:00:00	,48h	,同步项目组状态	,2022.03.16 00:05:00	,已下线	
494	,最强猴子（双周常循环）	,"1组 (2001202, 2002002, 2002702, 2003502, 2003602, 2003702, 2004102)"	,是	,跨服	,2022.03.14 00:00:00	,2022.03.20 00:00:00	,144h	,同步项目组状态	,2022.03.14 02:40:00	,已结束	
492	,月度异族-本服版（后台）	,2000108	,否	,单服	,2022.03.12 00:00:00	,2022.03.14 00:00:00	,48h	,同步项目组状态	,2022.03.14 00:05:00	,已下线	
493	,月度异族积分活动-本服（后台）	,2000108	,否	,单服	,2022.03.12 00:00:00	,2022.03.14 00:00:00	,48h	,同步项目组状态	,2022.03.14 00:05:00	,已下线	
491	,宝石返利活动（后台）	,2004402	,否	,单服	,2022.03.11 00:00:00	,2022.03.13 00:00:00	,48h	,同步项目组状态	,2022.03.13 00:05:00	,已下线	
465	,帮派运动会	,"1组 (2004202, 2004302)"	,是	,跨服	,2022.03.08 00:00:00	,2022.03.13 00:00:00	,120h	,同步项目组状态	,2022.03.13 00:00:00	,已结束	
486	,跨服wonder - 主活动	,"1组 (2004202, 2004302)"	,是	,跨服	,2022.03.09 00:00:00	,2022.03.12 06:00:00	,78h	,同步项目组状态	,2022.03.12 06:05:00	,已下线	
489	,月度异族-跨服版（后台）	,"1组 (2001202, 2002002, 2002702, 2003502, 2003602, 2003702, 2004102, 2004202)"	,是	,跨服	,2022.03.09 00:00:00	,2022.03.12 00:00:00	,72h	,同步项目组状态	,2022.03.12 00:05:00	,已下线	
488	,月度异族积分活动-跨服（后台）	,"1组 (2001202, 2002002, 2002702, 2003502, 2003602, 2003702, 2004102, 2004202)"	,是	,跨服	,2022.03.09 00:00:00	,2022.03.12 00:00:00	,72h	,同步项目组状态	,2022.03.12 00:05:00	,已下线	
487	,月度异族积分活动-跨服（后台）	,"1组 (2002002, 2002702, 2003502, 2003602, 2003702, 2004102, 2004302)"	,是	,跨服	,2022.03.09 00:00:00	,2022.03.12 00:00:00	,72h	,李佶虹	,2022.03.09 01:56:14	,已驳回	
462	,联盟充值（后台）	,2004302	,否	,单服	,2022.03.04 00:00:00	,2022.03.09 00:00:00	,120h	,同步项目组状态	,2022.03.09 00:05:00	,已下线	
466	,月度异族积分活动-本服（后台）	,2000108	,否	,单服	,2022.03.07 00:00:00	,2022.03.09 00:00:00	,48h	,同步项目组状态	,2022.03.09 00:05:00	,已下线	
468	,月度异族-本服版（后台）	,2000108	,否	,单服	,2022.03.07 00:00:00	,2022.03.09 00:00:00	,48h	,同步项目组状态	,2022.03.09 00:05:00	,已下线	
469	,月度异族积分活动-本服（后台）	,2001202	,否	,单服	,2022.03.07 00:00:00	,2022.03.09 00:00:00	,48h	,同步项目组状态	,2022.03.09 00:05:00	,已下线	
470	,月度异族-本服版（后台）	,2001202	,否	,单服	,2022.03.07 00:00:00	,2022.03.09 00:00:00	,48h	,同步项目组状态	,2022.03.09 00:05:00	,已下线	
471	,月度异族积分活动-本服（后台）	,2002002	,否	,单服	,2022.03.07 00:00:00	,2022.03.09 00:00:00	,48h	,同步项目组状态	,2022.03.09 00:05:00	,已下线	
472	,月度异族-本服版（后台）	,2002002	,否	,单服	,2022.03.07 00:00:00	,2022.03.09 00:00:00	,48h	,同步项目组状态	,2022.03.09 00:05:00	,已下线	
475	,月度异族积分活动-本服（后台）	,2003502	,否	,单服	,2022.03.07 00:00:00	,2022.03.09 00:00:00	,48h	,同步项目组状态	,2022.03.09 00:05:00	,已下线	
476	,月度异族-本服版（后台）	,2003502	,否	,单服	,2022.03.07 00:00:00	,2022.03.09 00:00:00	,48h	,同步项目组状态	,2022.03.09 00:05:00	,已下线	
477	,月度异族积分活动-本服（后台）	,2003602	,否	,单服	,2022.03.07 00:00:00	,2022.03.09 00:00:00	,48h	,同步项目组状态	,2022.03.09 00:05:00	,已下线	
478	,月度异族-本服版（后台）	,2003602	,否	,单服	,2022.03.07 00:00:00	,2022.03.09 00:00:00	,48h	,同步项目组状态	,2022.03.09 00:05:00	,已下线	
485	,月度异族积分活动-本服（后台）	,2004202	,否	,单服	,2022.03.07 00:00:00	,2022.03.09 00:00:00	,48h	,同步项目组状态	,2022.03.09 00:05:00	,已下线	
481	,月度异族积分活动-本服（后台）	,2004102	,否	,单服	,2022.03.07 00:00:00	,2022.03.09 00:00:00	,48h	,同步项目组状态	,2022.03.09 00:05:00	,已下线	
482	,月度异族-本服版（后台）	,2004102	,否	,单服	,2022.03.07 00:00:00	,2022.03.09 00:00:00	,48h	,同步项目组状态	,2022.03.09 00:05:00	,已下线	
484	,月度异族-本服版（后台）	,2004202	,否	,单服	,2022.03.07 00:00:00	,2022.03.09 00:00:00	,48h	,同步项目组状态	,2022.03.09 00:05:00	,已下线	
473	,月度异族积分活动-本服（后台）	,2002702	,否	,单服	,2022.03.07 00:00:00	,2022.03.09 00:00:00	,48h	,同步项目组状态	,2022.03.09 00:00:00	,已下线	
474	,月度异族-本服版（后台）	,2002702	,否	,单服	,2022.03.07 00:00:00	,2022.03.09 00:00:00	,48h	,同步项目组状态	,2022.03.09 00:00:00	,已下线	
479	,月度异族积分活动-本服（后台）	,2003702	,否	,单服	,2022.03.07 00:00:00	,2022.03.09 00:00:00	,48h	,同步项目组状态	,2022.03.09 00:00:00	,已下线	
480	,月度异族-本服版（后台）	,2003702	,否	,单服	,2022.03.07 00:00:00	,2022.03.09 00:00:00	,48h	,同步项目组状态	,2022.03.09 00:00:00	,已下线	
483	,月度异族积分活动-跨服（后台）	,2004202	,否	,单服	,2022.03.07 00:00:00	,2022.03.09 00:00:00	,48h	,李佶虹	,2022.03.07 13:10:47	,已驳回	
467	,异种蛮猴的挑战（后台）	,2000108	,否	,单服	,2022.03.07 00:00:00	,2022.03.09 00:00:00	,48h	,李佶虹	,2022.03.07 13:10:32	,已驳回	
463	,月度异族积分活动-本服（后台）	,"2000108, 2001202, 2002002, 2002702, 2003502, 2003602, 2003702, 2004102, 2004202"	,否	,单服	,2022.03.07 00:00:00	,2022.03.09 00:00:00	,48h	,同步项目组状态	,2022.03.07 12:55:00	,已下线	
464	,月度异族-本服版（后台）	,"2000108, 2001202, 2002002, 2002702, 2003502, 2003602, 2003702, 2004102, 2004202"	,否	,单服	,2022.03.07 00:00:00	,2022.03.09 00:00:00	,48h	,同步项目组状态	,2022.03.07 12:55:00	,已下线	
458	,月度异族积分活动-本服（后台）	,"2004302, 2004402, 2004502"	,否	,单服	,2022.03.05 00:00:00	,2022.03.07 00:00:00	,48h	,同步项目组状态	,2022.03.07 00:00:00	,已下线	
459	,月度异族-本服版（后台）	,"2004302, 2004402, 2004502"	,否	,单服	,2022.03.05 00:00:00	,2022.03.07 00:00:00	,48h	,同步项目组状态	,2022.03.07 00:00:00	,已下线	
456	,最强猴子（双周常循环）	,"1组 (2001202, 2002002, 2002702, 2003502, 2003602, 2003702, 2004102)"	,是	,跨服	,2022.02.28 00:00:00	,2022.03.06 00:00:00	,144h	,同步项目组状态	,2022.03.06 00:05:00	,已下线	
457	,最强猴子（双周常循环）	,2004202	,否	,单服	,2022.02.28 00:00:00	,2022.03.06 00:00:00	,144h	,同步项目组状态	,2022.03.06 00:05:00	,已下线	
461	,宝石返利活动（后台）	,2004302	,否	,单服	,2022.03.04 00:00:00	,2022.03.06 00:00:00	,48h	,同步项目组状态	,2022.03.06 00:00:00	,已下线	
460	,联盟充值（后台）	,2004302	,否	,单服	,2022.03.04 00:00:00	,2022.03.09 00:00:00	,120h	,同步项目组状态	,2022.03.04 11:55:00	,已下线	
454	,月度异族积分活动-本服（后台）	,"2001202, 2002002, 2002702, 2003502, 2003602, 2004102, 2004202"	,否	,单服	,2022.02.26 00:00:00	,2022.02.28 00:00:00	,48h	,同步项目组状态	,2022.02.28 00:05:00	,已下线	
455	,月度异族-本服版（后台）	,"2001202, 2002002, 2002702, 2003502, 2003602, 2004102, 2004202"	,否	,单服	,2022.02.26 00:00:00	,2022.02.28 00:00:00	,48h	,同步项目组状态	,2022.02.28 00:05:00	,已下线	
451	,帮派运动会	,2004202	,是	,单服	,2022.02.22 00:00:00	,2022.02.27 00:00:00	,120h	,同步项目组状态	,2022.02.27 00:00:00	,已结束	
453	,联盟充值（后台）	,2004202	,否	,单服	,2022.02.22 00:00:00	,2022.02.27 00:00:00	,120h	,同步项目组状态	,2022.02.27 00:00:00	,已下线	
449	,联盟充值（后台）	,2004302	,否	,单服	,2022.02.19 00:00:00	,2022.02.24 00:00:00	,120h	,同步项目组状态	,2022.02.24 00:05:00	,已下线	
452	,宝石返利活动（后台）	,2004202	,否	,单服	,2022.02.22 00:00:00	,2022.02.24 00:00:00	,48h	,同步项目组状态	,2022.02.24 00:00:00	,已下线	
444	,最强猴子（双周常循环）	,"3组 (2001202, 2002702), (2002002, 2003502), (2003602, 2003702, 2004102)"	,是	,跨服	,2022.02.14 00:00:00	,2022.02.20 00:00:00	,144h	,同步项目组状态	,2022.02.20 00:05:00	,已下线	
447	,联盟充值（后台）	,"2001202, 2002002, 2002702, 2003502, 2003602, 2003702"	,否	,单服	,2022.02.15 00:00:00	,2022.02.20 00:00:00	,120h	,同步项目组状态	,2022.02.20 00:05:00	,已下线	
439	,情人节2022-七日	,"2002002, 2002702, 2003502, 2003602, 2003702, 2004102, 2004202, 2004302, 2004402, 2004502"	,否	,单服	,2022.02.12 00:00:00	,2022.02.19 00:00:00	,168h	,同步项目组状态	,2022.02.19 00:05:00	,已下线	
440	,情人节2022-掉落	,"2002002, 2002702, 2003502, 2003602, 2003702, 2004102, 2004202, 2004302, 2004402, 2004502"	,否	,单服	,2022.02.14 00:00:00	,2022.02.19 00:00:00	,120h	,同步项目组状态	,2022.02.19 00:05:00	,已下线	
443	,甜蜜暴击2022	,"2003502, 2003602"	,否	,单服	,2022.02.12 00:00:00	,2022.02.19 00:00:00	,168h	,同步项目组状态	,2022.02.19 00:05:00	,已下线	
442	,联盟充值（后台）	,2004102	,否	,单服	,2022.02.14 00:00:00	,2022.02.19 00:00:00	,120h	,同步项目组状态	,2022.02.19 00:00:00	,已下线	
448	,KVK主活动	,"1组 (2001202, 2002002, 2002702, 2003502, 2003602, 2003702, 2004202)"	,是	,跨服	,2022.02.21 00:00:00	,2022.03.21 00:00:00	,672h	,同步项目组状态	,2022.02.18 06:55:00	,已下线	
430	,霍格博士的复仇（ark上）	,"1组 (2003502, 2003602)"	,是	,跨服	,2022.02.11 00:00:00	,2022.02.18 00:00:00	,168h	,同步项目组状态	,2022.02.18 00:05:00	,已下线	
445	,月度异族积分活动-本服（后台）	,2003702	,否	,单服	,2022.02.16 00:00:00	,2022.02.18 00:00:00	,48h	,同步项目组状态	,2022.02.18 00:05:00	,已下线	
446	,月度异族-本服版（后台）	,2003702	,否	,单服	,2022.02.16 00:00:00	,2022.02.18 00:00:00	,48h	,同步项目组状态	,2022.02.18 00:05:00	,已下线	
433	,情人节2022-七日	,2001202	,否	,单服	,2022.02.11 00:00:00	,2022.02.18 00:00:00	,168h	,同步项目组状态	,2022.02.18 00:00:00	,已下线	
434	,甜蜜暴击2022	,2001202	,否	,单服	,2022.02.11 00:00:00	,2022.02.18 00:00:00	,168h	,同步项目组状态	,2022.02.18 00:00:00	,已下线	
436	,情人节2022-掉落	,2001202	,否	,单服	,2022.02.13 00:00:00	,2022.02.18 00:00:00	,120h	,同步项目组状态	,2022.02.18 00:00:00	,已下线	
438	,情人节2022-可持续发展	,"2002002, 2002702, 2003502, 2003602, 2003702, 2004102, 2004202, 2004302, 2004402, 2004502"	,否	,单服	,2022.02.12 00:00:00	,2022.02.17 00:00:00	,120h	,同步项目组状态	,2022.02.17 00:05:00	,已下线	
441	,情人节2022-无尽战意	,"1组 (2001202, 2002002, 2002702, 2003502, 2003602, 2003702, 2004102, 2004202, 2004302, 2004402, 2004502)"	,是	,跨服	,2022.02.13 00:00:00	,2022.02.16 00:00:00	,72h	,同步项目组状态	,2022.02.16 00:05:00	,已下线	
435	,情人节2022-可持续发展	,2001202	,否	,单服	,2022.02.11 00:00:00	,2022.02.16 00:00:00	,120h	,同步项目组状态	,2022.02.16 00:00:00	,已下线	
432	,异种蛮猴的挑战（后台）	,"2001202, 2002002, 2002702, 2003502, 2003602, 2003702, 2004102"	,否	,单服	,2022.02.10 00:00:00	,2022.02.14 00:00:00	,96h	,同步项目组状态	,2022.02.14 00:00:01	,已下线	
437	,甜蜜暴击2022	,"2002002, 2002702, 2003502, 2003602, 2003702, 2004102, 2004202, 2004302, 2004402, 2004502"	,否	,单服	,2022.02.12 00:00:00	,2022.02.19 00:00:00	,168h	,邹翰翎	,2022.02.11 09:30:35	,未开始	
431	,异种蛮猴的挑战（后台）	,"2001202, 2002002, 2002702, 2003502, 2003602, 2003702, 2004102"	,否	,单服	,2022.02.10 11:00:00	,2022.02.14 00:00:00	,85h	,邹翰翎	,2022.02.10 10:49:34	,已驳回	
428	,英雄培养活动（菲奥娜）	,2000302	,否	,单服	,2022.01.17 00:00:00	,2022.02.07 00:00:00	,504h	,同步项目组状态	,2022.02.07 00:00:00	,已下线	
429	,英雄培养活动（菲奥娜）	,"2001202, 2002002, 2002702, 2003502, 2003602, 2003702, 2004102"	,否	,单服	,2022.01.17 00:00:00	,2022.02.07 00:00:00	,504h	,同步项目组状态	,2022.02.07 00:00:00	,已下线	
427	,全能竞技场（后台上线版）	,"1组 (2001202, 2002002, 2002702, 2003502, 2003602, 2003702, 2004102)"	,是	,跨服	,2022.01.03 00:00:00	,2022.01.10 00:00:00	,168h	,同步项目组状态	,2022.01.10 00:05:00	,已下线	
425	,霍格博士的复仇（ark上）	,"1组 (2001202, 2002002, 2002702, 2003502, 2003602, 2003702, 2004102)"	,是	,跨服	,2021.12.31 00:00:00	,2022.01.05 00:00:00	,120h	,同步项目组状态	,2022.01.05 00:05:00	,已下线	
426	,物品探测-卡池1后台	,2003602	,否	,单服	,2021.12.31 00:00:00	,2022.01.04 00:00:00	,96h	,同步项目组状态	,2022.01.04 00:05:00	,已下线	
