cs	cs	cs	cs		cs	cs	cs	cs	c	cs		cs	cs	cs
22801	15902103	1	2022	钻石	250		1	10000			斗士-12级-大R			22801
22802	15902104	1	110208	100 VIP点数	3000		1	10000			斗士-12级-大R			22802
22803	15902104	1	1002	天启斗士	25000		1	10000			斗士-13级-大R			22803
22804	15902104	1	2022	钻石	250		1	10000			斗士-13级-大R			22804
22805	15902105	1	110209	100 VIP点数	2500		1	10000			斗士-13级-大R			22805
22806	15902105	1	1002	虚空斗士	25000		1	10000			斗士-14级-大R			22806
22807	15902105	1	2022	钻石	250		1	10000			斗士-14级-大R			22807
22808	15902106	1	110210	100 VIP点数	2000		1	10000			斗士-14级-大R			22808
22809	15902106	1	1002	起源斗士	25000		1	10000			斗士-15级-大R			22809
22810	15902106	1	2022	钻石	250		1	10000			斗士-15级-大R			22810
22811	15902107	1	110211	100 VIP点数	1400		1	10000			斗士-15级-大R			22811
22812	15902107	1	1002	精锐猎人	25000		1	10000			猎人-4级-超R			22812
22813	15902107	1	2022	钻石	250		1	10000			猎人-4级-超R			22813
22814	15902108	1	110212	100 VIP点数	1100		1	10000			猎人-4级-超R			22814
22815	15902108	1	1002	强力猎人	25000		1	10000			猎人-5级-超R			22815
22816	15902108	1	2022	钻石	250		1	10000			猎人-5级-超R			22816
22817	15902109	1	110213	100 VIP点数	850		1	10000			猎人-5级-超R			22817
22818	15902109	1	1002	勇猛猎人	25000		1	10000			猎人-6级-超R			22818
22819	15902109	1	2022	钻石	250		1	10000			猎人-6级-超R			22819
22820	15902110	1	110214	100 VIP点数	630		1	10000			猎人-6级-超R			22820
22821	15902110	1	1002	无畏猎人	25000		1	10000			猎人-7级-超R			22821
22822	15902110	1	2022	钻石	250		1	10000			猎人-7级-超R			22822
22823	15902111	1	110215	100 VIP点数	500		1	10000			猎人-7级-超R			22823
22824	15902111	1	1002	王牌猎人	25000		1	10000			猎人-8级-超R			22824
22825	15902111	1	2022	钻石	250		1	10000			猎人-8级-超R			22825
22826	15902200	1	110304	100 VIP点数	10000		1	10000			猎人-8级-超R			22826
22827	15902200	1	1002	至尊猎人	25000		1	10000			猎人-9级-超R			22827
22828	15902200	1	2022	钻石	250		1	10000			猎人-9级-超R			22828
22829	15902201	1	110305	100 VIP点数	7500		1	10000			猎人-9级-超R			22829
22830	15902201	1	1002	传奇猎人	25000		1	10000			猎人-10级-超R			22830
22831	15902201	1	2022	钻石	250		1	10000			猎人-10级-超R			22831
22832	15902202	1	110306	100 VIP点数	5800		1	10000			猎人-10级-超R			22832
22833	15902202	1	1002	超凡猎人	25000		1	10000			猎人-11级-超R			22833
22834	15902202	1	2022	钻石	250		1	10000			猎人-11级-超R			22834
22835	15902203	1	110307	100 VIP点数	4300		1	10000			猎人-11级-超R			22835
22836	15902203	1	1002	不朽猎人	25000		1	10000			猎人-12级-超R			22836
22837	15902203	1	2022	钻石	250		1	10000			猎人-12级-超R			22837
22838	15902204	1	110308	100 VIP点数	3000		1	10000			猎人-12级-超R			22838
22839	15902204	1	1002	天启猎人	25000		1	10000			猎人-13级-超R			22839
22840	15902204	1	2022	钻石	250		1	10000			猎人-13级-超R			22840
22841	15902205	1	110309	100 VIP点数	2500		1	10000			猎人-13级-超R			22841
22842	15902205	1	1002	虚空猎人	25000		1	10000			猎人-14级-超R			22842
22843	15902205	1	2022	钻石	250		1	10000			猎人-14级-超R			22843
22844	15902206	1	110310	100 VIP点数	2000		1	10000			猎人-14级-超R			22844
22845	15902206	1	1002	起源猎人	25000		1	10000			猎人-15级-超R			22845
22846	15902206	1	2022	钻石	250		1	10000			猎人-15级-超R			22846
22847	15902207	1	110311	100 VIP点数	1400		1	10000			猎人-15级-超R			22847
22848	15902207	1	1002	精锐射手	25000		1	10000			射手-4级-超R			22848
22849	15902207	1	2022	钻石	250		1	10000			射手-4级-超R			22849
22850	15902208	1	110312	100 VIP点数	1100		1	10000			射手-4级-超R			22850
22851	15902208	1	1002	强力射手	25000		1	10000			射手-5级-超R			22851
22852	15902208	1	2022	钻石	250		1	10000			射手-5级-超R			22852
22853	15902209	1	110313	100 VIP点数	850		1	10000			射手-5级-超R			22853
22854	15902209	1	1002	勇猛射手	25000		1	10000			射手-6级-超R			22854
22855	15902209	1	2022	钻石	250		1	10000			射手-6级-超R			22855
22856	15902210	1	110314	100 VIP点数	630		1	10000			射手-6级-超R			22856
22857	15902210	1	1002	无畏射手	25000		1	10000			射手-7级-超R			22857
22858	15902210	1	2022	钻石	250		1	10000			射手-7级-超R			22858
22859	15902211	1	110315	100 VIP点数	500		1	10000			射手-7级-超R			22859
22860	15902211	1	1002	王牌射手	25000		1	10000			射手-8级-超R			22860
22861	15902211	1	2022	钻石	250		1	10000			射手-8级-超R			22861
22862	15903000	1	110104	100 VIP点数	20000		1	10000			射手-8级-超R			22862
22863	15903000	1	1002	至尊射手	50000		1	10000			射手-9级-超R			22863
22864	15903000	1	2022	钻石	500		1	10000			射手-9级-超R			22864
22865	15903001	1	110105	100 VIP点数	15000		1	10000			射手-9级-超R			22865
22866	15903001	1	1002	传奇射手	50000		1	10000			射手-10级-超R			22866
22867	15903001	1	2022	钻石	500		1	10000			射手-10级-超R			22867
22868	15903002	1	110106	100 VIP点数	12000		1	10000			射手-10级-超R			22868
22869	15903002	1	1002	超凡射手	50000		1	10000			射手-11级-超R			22869
22870	15903002	1	2022	钻石	500		1	10000			射手-11级-超R			22870
22871	15903003	1	110107	100 VIP点数	8500		1	10000			射手-11级-超R			22871
22872	15903003	1	1002	不朽射手	50000		1	10000			射手-12级-超R			22872
22873	15903003	1	2022	钻石	500		1	10000			射手-12级-超R			22873
22874	15903004	1	110108	100 VIP点数	6000		1	10000			射手-12级-超R			22874
22875	15903004	1	1002	天启射手	50000		1	10000			射手-13级-超R			22875
22876	15903004	1	2022	钻石	500		1	10000			射手-13级-超R			22876
22877	15903005	1	110109	100 VIP点数	5000		1	10000			射手-13级-超R			22877
22878	15903005	1	1002	虚空射手	50000		1	10000			射手-14级-超R			22878
22879	15903005	1	2022	钻石	500		1	10000			射手-14级-超R			22879
22880	15903006	1	110110	100 VIP点数	4000		1	10000			射手-14级-超R			22880
22881	15903006	1	1002	起源射手	50000		1	10000			射手-15级-超R			22881
22882	15903006	1	2022	钻石	500		1	10000			射手-15级-超R			22882
22883	15903007	1	110111	100 VIP点数	2800		1	10000			射手-15级-超R			22883
22884	15903007	1	1002	精锐斗士	50000		1	10000			斗士-4级-超R			22884
22885	15903007	1	2022	钻石	500		1	10000			斗士-4级-超R			22885
22886	15903008	1	110112	100 VIP点数	2200		1	10000			斗士-4级-超R			22886
22887	15903008	1	1002	强力斗士	50000		1	10000			斗士-5级-超R			22887
22888	15903008	1	2022	钻石	500		1	10000			斗士-5级-超R			22888
22889	15903009	1	110113	100 VIP点数	1700		1	10000			斗士-5级-超R			22889
22890	15903009	1	1002	勇猛斗士	50000		1	10000			斗士-6级-超R			22890
22891	15903009	1	2022	钻石	500		1	10000			斗士-6级-超R			22891
22892	15903010	1	110114	100 VIP点数	1260		1	10000			斗士-6级-超R			22892
22893	15903010	1	1002	无畏斗士	50000		1	10000			斗士-7级-超R			22893
22894	15903010	1	2022	钻石	500		1	10000			斗士-7级-超R			22894
22895	15903011	1	110115	100 VIP点数	1000		1	10000			斗士-7级-超R			22895
22896	15903011	1	1002	王牌斗士	50000		1	10000			斗士-8级-超R			22896
22897	15903011	1	2022	钻石	500		1	10000			斗士-8级-超R			22897
22898	15903100	1	110204	100 VIP点数	20000		1	10000			斗士-8级-超R			22898
22899	15903100	1	1002	至尊斗士	50000		1	10000			斗士-9级-超R			22899
22900	15903100	1	2022	钻石	500		1	10000			斗士-9级-超R			22900
22901	15903101	1	110205	100 VIP点数	15000		1	10000			斗士-9级-超R			22901
22902	15903101	1	1002	传奇斗士	50000		1	10000			斗士-10级-超R			22902
22903	15903101	1	2022	钻石	500		1	10000			斗士-10级-超R			22903
22904	15903102	1	110206	100 VIP点数	12000		1	10000			斗士-10级-超R			22904
22905	15903102	1	1002	信物-克利欧佩特拉	50000		1	10000			升星礼包			22905
22906	15903102	1	2022	钻石	500		1	10000			升星礼包			22906
22907	15903103	1	110207	100 VIP点数	8500		1	10000			升星礼包			22907
22908	15903103	1	1002	猎人招募速度限时提升（1h）	50000		1	10000			S4士兵礼包			22908
22909	15903103	1	2022	1小时招募加速	500		1	10000			S4士兵礼包			22909
22910	15903104	1	110208	传奇猎人	6000		1	10000			S4士兵礼包			22910
22911	15903104	1	1002	钻石	50000		1	10000			S4士兵礼包			22911
22912	15903104	1	2022	100 VIP点数	500		1	10000			S4士兵礼包			22912
22913	15903105	1	110209	射手招募速度限时提升（1h）	5000		1	10000			S4士兵礼包			22913
22914	15903105	1	1002	1小时招募加速	50000		1	10000			S4士兵礼包			22914
22915	15903105	1	2022	传奇射手	500		1	10000			S4士兵礼包			22915
22916	15903106	1	110210	钻石	4000		1	10000			S4士兵礼包			22916
22917	15903106	1	1002	100 VIP点数	50000		1	10000			S4士兵礼包			22917
22918	15903106	1	2022	斗士招募速度限时提升（1h）	500		1	10000			S4士兵礼包			22918
22919	15903107	1	110211	1小时招募加速	2800		1	10000			S4士兵礼包			22919
22920	15903107	1	1002	传奇斗士	50000		1	10000			S4士兵礼包			22920
22921	15903107	1	2022	钻石	500		1	10000			S4士兵礼包			22921
22922	15903108	1	110212	100 VIP点数	2200		1	10000			S4士兵礼包			22922
22923	15903108	1	1002	英雄-克里斯塔尔	50000		1	10000			克里斯塔尔晋升礼包			22923
22924	15903108	1	2022	钻石	500		1	10000			克里斯塔尔晋升礼包			22924
22925	15903109	1	110213	100 VIP点数	1700		1	10000			克里斯塔尔晋升礼包			22925
22926	15903109	1	1002	超凡斗士	50000		1	10000			斗士-11级-超R			22926
22927	15903109	1	2022	钻石	500		1	10000			斗士-11级-超R			22927
22928	15903110	1	110214	100 VIP点数	1260		1	10000			斗士-11级-超R			22928
22929	15903110	1	1002	信物-赛米拉	50000		1	10000			升星礼包			22929
22930	15903110	1	2022	钻石	500		1	10000			升星礼包			22930
22931	15903111	1	110215	100 VIP点数	1000		1	10000			升星礼包			22931
22932	15903111	1	1002	材料票	50000		1	10000			赛米拉技能补偿礼包			22932
22933	15903111	1	2022	钻石	500		1	10000			赛米拉技能补偿礼包			22933
22934	15903200	1	110304	100 VIP点数	20000		1	10000			赛米拉技能补偿礼包			22934
22935	15903200	1	1002	不朽斗士	50000		1	10000			斗士-12级-超R			22935
22936	15903200	1	2022	钻石	500		1	10000			斗士-12级-超R			22936
22937	15903201	1	110305	100 VIP点数	15000		1	10000			斗士-12级-超R			22937
22938	15903201	1	1002	天启斗士	50000		1	10000			斗士-13级-超R			22938
22939	15903201	1	2022	钻石	500		1	10000			斗士-13级-超R			22939
22940	15903202	1	110306	100 VIP点数	12000		1	10000			斗士-13级-超R			22940
22941	15903202	1	1002	虚空斗士	50000		1	10000			斗士-14级-超R			22941
22942	15903202	1	2022	钻石	500		1	10000			斗士-14级-超R			22942
22943	15903203	1	110307	100 VIP点数	8500		1	10000			斗士-14级-超R			22943
22944	15903203	1	1002	起源斗士	50000		1	10000			斗士-15级-超R			22944
22945	15903203	1	2022	钻石	500		1	10000			斗士-15级-超R			22945
22946	15903204	1	110308	100 VIP点数	6000		1	10000			斗士-15级-超R			22946
22947	15903204	1	1002	金海银元	50000		1	10000			金海银元链式礼包付费19.99			22947
22948	15903204	1	2022	金海银元	500		1	10000			金海银元链式礼包付费49.99			22948
22949	15903205	1	110309	金海银元	5000		1	10000			金海银元链式礼包付费99.99			22949
22950	15903205	1	1002	钻石	50000		1	10000			金海银元链式礼包免费1			22950
22951	15903205	1	2022	金海银元	500		1	10000			金海银元链式礼包免费2			22951
22952	15903206	1	110310	金海银元	4000		1	10000			金海银元链式礼包免费3			22952
22953	15903206	1	1002	金海银元	50000		1	10000			金海银元链式礼包免费4			22953
22954	15903206	1	2022	征服者·阿什顿	500		1	10000			阿什顿皮肤礼包			22954
22955	15903207	1	51023	钻石	50		1	10000			阿什顿皮肤礼包			22955
22956	15903207	1	1002	100 VIP点数	50000		1	10000			阿什顿皮肤礼包			22956
22957	15903207	1	2022	阿什顿专属技能书	500		1	10000			阿什顿专属技能书快捷购买			22957
22958	15903208	1	190020	信物-艾丽丝	1		1	10000			升星礼包			22958
22959	15903208	1	11024	火山红啤酒	100		1	10000			升星礼包			22959
22960	15903208	1	110110	钻石	1000		1	10000			升星礼包			22960
22961	15903208	1	1002	100 VIP点数	50000		1	10000			升星礼包			22961
22962	15903208	1	2022	信物-弗莱彻	500		1	10000			升星礼包			22962
22963	15903209	1	190021	钻石	1		1	10000			升星礼包			22963
22964	15903209	1	11024	100 VIP点数	100		1	10000			升星礼包			22964
22965	15903209	1	110210	信物-哈妮	1000		1	10000			升星礼包			22965
22966	15903209	1	1002	钻石	50000		1	10000			升星礼包			22966
22967	15903209	1	2022	100 VIP点数	500		1	10000			升星礼包			22967
22968	15903210	1	190022	金海银元	1		1	10000			士兵装备活动任务奖励			22968
22969	15903210	1	11024	金海银元	100		1	10000			士兵装备活动任务奖励			22969
22970	15903210	1	110310	金海银元	1000		1	10000			士兵装备活动任务奖励			22970
22971	15903210	1	1002	金海银元	50000		1	10000			士兵装备活动任务奖励			22971
22972	15903210	1	2022	金海银元	500		1	10000			士兵装备活动任务奖励			22972
22973	15903211	1	500081	金海银元	1		1	10000			士兵装备活动任务奖励			22973
22974	15903211	1	1002	金海银元	25000		1	10000			士兵装备活动任务奖励			22974
22975	15903211	1	2022	金海银元	250		1	10000			士兵装备活动任务奖励			22975
22976	15903212	1	110311	金海银元	2800		1	10000			士兵装备活动任务奖励			22976
22977	15903212	1	1002	金海银元	50000		1	10000			士兵装备活动任务奖励			22977
22978	15903212	1	2022	金海银元	500		1	10000			士兵装备活动任务奖励			22978
22979	15903213	1	51017	金海银元	50		1	10000			士兵装备活动任务奖励			22979
22980	15903213	1	1002	金海银元	50000		1	10000			士兵装备活动任务奖励			22980
22981	15903213	1	2022	金海银元	500		1	10000			士兵装备活动任务奖励			22981
22982	15903214	1	4101	金海银元	350		1	10000			士兵装备活动任务奖励			22982
22983	15903214	1	1002	金海银元	2500		1	10000			士兵装备活动任务奖励			22983
22984	15903214	1	2022	金海银元	25		1	10000			士兵装备活动任务奖励			22984
22985	15903215	1	110312	阿什顿专属技能书	2200		1	10000			阿什顿专属技能书快捷购买			22985
22986	15903215	1	1002	阿什顿专属技能书	50000		1	10000			阿什顿专属技能书快捷购买			22986
22987	15903215	1	2022	采集数量限时提升（12h）	500		1	10000			采集限时提升礼包			22987
22988	15903216	1	110313	材料票	1700		1	10000			采集限时提升礼包			22988
22989	15903216	1	1002	钻石	50000		1	10000			采集限时提升礼包			22989
22990	15903216	1	2022	100 VIP点数	500		1	10000			采集限时提升礼包			22990
22991	15903217	1	110314	信物-林若雪	1260		1	10000			抽到重复英雄的奖励			22991
22992	15903217	1	1002	信物-伊莎黛儿	50000		1	10000			抽到重复英雄的奖励			22992
22993	15903217	1	2022	祈愿红灯笼	500		1	10000			26春节-抽奖券包			22993
22994	15903218	1	110315	钻石	1000		1	10000			26春节-抽奖券包			22994
22995	15903218	1	1002	1分钟通用加速	50000		1	10000			26春节-抽奖券包			22995
22996	15903218	1	2022	神秘福箱	500		1	10000			26春节-集结/情报/拜访掉落			22996
22997	15904001	1	1127	笑迎春·茉莉	200		1	10000			26春节-抽奖-排名奖励1			22997
22998	15904002	1	1127	折扣券（-50%）	350		1	10000			26春节-抽奖-排名奖励1			22998
22999	15904003	1	1127	1小时建造加速	600		1	10000			26春节-抽奖-排名奖励1			22999
23000	15904004	1	1002	1小时招募加速	100		1	10000			26春节-抽奖-排名奖励1			23000
23001	15904005	1	1127	1小时研究加速	20		1	10000			26春节-抽奖-排名奖励1			23001
23002	15904006	1	1127	笑迎春·茉莉	30		1	10000			26春节-抽奖-排名奖励2			23002
23003	15904007	1	1127	折扣券（-30%）	50		1	10000			26春节-抽奖-排名奖励2			23003
23004	15904008	1	5303502	1小时建造加速	1		1	10000			26春节-抽奖-排名奖励2			23004
23005	15904008	1	1002	1小时招募加速	25000		1	10000			26春节-抽奖-排名奖励2			23005
23006	15904008	1	2022	1小时研究加速	250		1	10000			26春节-抽奖-排名奖励2			23006
23007	15904009	1	19135	笑迎春·茉莉	10		1	10000			26春节-抽奖-排名奖励3			23007
23008	15904010	1	51016	折扣券（-30%）	100		1	10000			26春节-抽奖-排名奖励3			23008
23009	15904010	1	10003	1小时建造加速	300		1	10000			26春节-抽奖-排名奖励3			23009
23010	15904010	1	1002	1小时招募加速	10000		1	10000			26春节-抽奖-排名奖励3			23010
23011	15904010	1	2022	1小时研究加速	100		1	10000			26春节-抽奖-排名奖励3			23011
23012	15904011	1	51030	笑迎春·茉莉	150		1	10000			26春节-抽奖-排名奖励4~5			23012
23013	15904011	1	1002	折扣券（-30%）	50000		1	10000			26春节-抽奖-排名奖励4~5			23013
23014	15904011	1	2022	1小时建造加速	500		1	10000			26春节-抽奖-排名奖励4~5			23014
23015	15904012	1	51036	1小时招募加速	150		1	10000			26春节-抽奖-排名奖励4~5			23015
23016	15904012	1	1002	1小时研究加速	50000		1	10000			26春节-抽奖-排名奖励4~5			23016
23017	15904012	1	2022	笑迎春·茉莉	500		1	10000			26春节-抽奖-排名奖励6~10			23017
23018	15904013	1	1127	折扣券（-20%）	30		1	10000			26春节-抽奖-排名奖励6~10			23018
23019	15904014	1	1127	1小时建造加速	40		1	10000			26春节-抽奖-排名奖励6~10			23019
23020	15904015	1	1127	1小时招募加速	80		1	10000			26春节-抽奖-排名奖励6~10			23020
23021	15904016	1	1127	1小时研究加速	100		1	10000			26春节-抽奖-排名奖励6~10			23021
23022	15904017	1	1127	笑迎春·茉莉	115		1	10000			26春节-抽奖-排名奖励11~20			23022
23023	15904018	1	1127	折扣券（-20%）	130		1	10000			26春节-抽奖-排名奖励11~20			23023
23024	15904019	1	1127	1小时建造加速	150		1	10000			26春节-抽奖-排名奖励11~20			23024
23025	15904020	1	1127	1小时招募加速	165		1	10000			26春节-抽奖-排名奖励11~20			23025
23026	15904021	1	1127	1小时研究加速	180		1	10000			26春节-抽奖-排名奖励11~20			23026
23027	15904022	1	1127	折扣券（-30%）	200		1	10000			26春节-抽奖-排名奖励21~50			23027
23028	15904023	1	1127	折扣券（-20%）	220		1	10000			26春节-抽奖-排名奖励21~50			23028
23029	15904024	1	1127	1小时建造加速	400		1	10000			26春节-抽奖-排名奖励21~50			23029
23030	15904025	1	1127	1小时招募加速	450		1	10000			26春节-抽奖-排名奖励21~50			23030
23031	15904026	1	1127	1小时研究加速	500		1	10000			26春节-抽奖-排名奖励21~50			23031
23032	15904027	1	1127	折扣券（-20%）	550		1	10000			26春节-抽奖-排名奖励51~100			23032
23033	15904028	1	1127	1小时建造加速	600		1	10000			26春节-抽奖-排名奖励51~100			23033
23034	15904029	1	1127	1小时招募加速	700		1	10000			26春节-抽奖-排名奖励51~100			23034
23035	15904030	1	19135	1小时研究加速	25		1	10000			26春节-抽奖-排名奖励51~100			23035
23036	15904031	1	19135	红绸剑姬·阿米娜	50		1	10000			26春节-抽奖-排名奖励1			23036
23037	15904032	1	190023	龙焰誓约（永久）	1		1	10000			26春节-抽奖-排名奖励1			23037
23038	15904032	1	4101	传说折扣券（-50%）	500		1	10000			26春节-抽奖-排名奖励1			23038
23039	15904032	1	1002	传奇技能书	10000		1	10000			26春节-抽奖-排名奖励1			23039
23040	15904032	1	2022	史诗技能书	100		1	10000			26春节-抽奖-排名奖励1			23040
23041	80052	1	51052	红绸剑姬·阿米娜	10		1	10000			26春节-抽奖-排名奖励2			23041
23042	80058	1	51058	传说折扣券（-50%）	10		1	10000			26春节-抽奖-排名奖励2			23042
23043	2061	1	1138	传奇技能书	1		2	2000			26春节-抽奖-排名奖励2			23043
23044	2061	1	1002	史诗技能书	30	50	2	4000			26春节-抽奖-排名奖励2			23044
23045	2061	1	11001	红绸剑姬·阿米娜	3	5	2	4000			26春节-抽奖-排名奖励3			23045
23046	2062	1	1140	传说折扣券（-50%）	1		1	10000			26春节-抽奖-排名奖励3			23046
23047	30571	1	5300601	传奇技能书	1		1	10000			26春节-抽奖-排名奖励3			23047
23048	30571	1	2074	史诗技能书	1		1	10000			26春节-抽奖-排名奖励3			23048
23049	30571	1	11014	红绸剑姬·阿米娜	30		1	10000			26春节-抽奖-排名奖励4~5			23049
23050	30571	1	11024	传说折扣券（-30%）	30		1	10000			26春节-抽奖-排名奖励4~5			23050
23051	30571	1	11034	传奇技能书	30		1	10000			26春节-抽奖-排名奖励4~5			23051
23052	30572	1	5300601	史诗技能书	1		1	10000			26春节-抽奖-排名奖励4~5			23052
23053	30572	1	2073	红绸剑姬·阿米娜	1		1	10000			26春节-抽奖-排名奖励6~10			23053
23054	30572	1	11014	传说折扣券（-30%）	25		1	10000			26春节-抽奖-排名奖励6~10			23054
23055	30572	1	11024	传奇技能书	25		1	10000			26春节-抽奖-排名奖励6~10			23055
23056	30572	1	11034	史诗技能书	25		1	10000			26春节-抽奖-排名奖励6~10			23056
23057	30573	1	5300601	红绸剑姬·阿米娜	1		1	10000			26春节-抽奖-排名奖励11~20			23057
23058	30573	1	2073	传说折扣券（-20%）	1		1	10000			26春节-抽奖-排名奖励11~20			23058
23059	30573	1	11014	传奇技能书	20		1	10000			26春节-抽奖-排名奖励11~20			23059
23060	30573	1	11024	史诗技能书	20		1	10000			26春节-抽奖-排名奖励11~20			23060
23061	30573	1	11034	传说折扣券（-30%）	20		1	10000			26春节-抽奖-排名奖励21~50			23061
23062	30574	1	5300601	传说折扣券（-20%）	1		1	10000			26春节-抽奖-排名奖励21~50			23062
23063	30574	1	2073	传奇技能书	1		1	10000			26春节-抽奖-排名奖励21~50			23063
23064	30574	1	11014	史诗技能书	15		1	10000			26春节-抽奖-排名奖励21~50			23064
23065	30574	1	11024	万能传奇信物	15		1	10000			活动-26春节-累充-10			23065
23066	30574	1	11034	5分钟通用加速	15		1	10000			活动-26春节-累充-10			23066
23067	30575	1	5300601	万能传奇信物	1		1	10000			活动-26春节-累充-40			23067
23068	30575	1	2072	5分钟通用加速	1		1	10000			活动-26春节-累充-40			23068
23069	30575	1	11014	万能传奇信物	11		1	10000			活动-26春节-累充-100			23069
23070	30575	1	11024	5分钟通用加速	11		1	10000			活动-26春节-累充-100			23070
23071	30575	1	11034	万能传奇信物	11		1	10000			活动-26春节-累充-200			23071
23072	30576	1	5300601	5分钟通用加速	1		1	10000			活动-26春节-累充-200			23072
23073	30576	1	2072	万能传奇信物	1		1	10000			活动-26春节-累充-400			23073
23074	30576	1	11014	5分钟通用加速	7		1	10000			活动-26春节-累充-400			23074
23075	30576	1	11024	万能传奇信物	7		1	10000			活动-26春节-累充-700			23075
23076	30576	1	11034	5分钟通用加速	7		1	10000			活动-26春节-累充-700			23076
23077	30577	1	2073	万能传奇信物	1		1	10000			活动-26春节-累充-1000			23077
23078	30577	1	2072	5分钟通用加速	1		1	10000			活动-26春节-累充-1000			23078
23079	30577	1	11014	万能传奇信物	5		1	10000			活动-26春节-累充-1300			23079
23080	30577	1	11024	5分钟通用加速	5		1	10000			活动-26春节-累充-1300			23080
23081	30577	1	11034	万能传奇信物	5		1	10000			活动-26春节-累充-1600			23081
23082	30578	1	2072	5分钟通用加速	2		1	10000			活动-26春节-累充-1600			23082
23083	30578	1	11014	万能传奇信物	3		1	10000			活动-26春节-累充-2000			23083
23084	30578	1	11024	5分钟通用加速	3		1	10000			活动-26春节-累充-2000			23084
23085	30578	1	11034	祈愿红灯笼	3		1	10000			26春节活动-礼包付费1			23085
23086	30551	1	530202	祈愿红灯笼	1		1	10000			26春节活动-礼包付费1			23086
23087	30551	1	80112	钻石	1		1	10000			26春节活动-礼包付费1			23087
23088	30551	1	2068	100 VIP点数	1		1	10000			26春节活动-礼包付费1			23088
23089	30551	1	19003	祈愿红灯笼	100		1	10000			26春节活动-礼包免费2			23089
23090	30551	1	19002	祈愿红灯笼	100		1	10000			26春节活动-礼包付费2			23090
23091	30552	1	530202	钻石	1		1	10000			26春节活动-礼包付费2			23091
23092	30552	1	2068	100 VIP点数	1		1	10000			26春节活动-礼包付费2			23092
23093	30552	1	19003	祈愿红灯笼	80		1	10000			26春节活动-礼包免费3			23093
23094	30552	1	19002	祈愿红灯笼	80		1	10000			26春节活动-礼包付费3			23094
23095	30553	1	530202	钻石	1		1	10000			26春节活动-礼包付费3			23095
23096	30553	1	2068	100 VIP点数	1		1	10000			26春节活动-礼包付费3			23096
23097	30553	1	19003	祈愿红灯笼	60		1	10000			26春节活动-礼包免费4			23097
23098	30553	1	19002	祈愿红灯笼	60		1	10000			26春节活动-礼包付费4			23098
23099	30554	1	530202	钻石	1		1	10000			26春节活动-礼包付费4			23099
23100	30554	1	2067	100 VIP点数	1		1	10000			26春节活动-礼包付费4			23100
23101	30554	1	19003	祈愿红灯笼	50		1	10000			26春节活动-礼包免费5			23101
23102	30554	1	19002	祈愿红灯笼	50		1	10000			26春节活动-礼包付费5			23102
23103	30555	1	530202	钻石	1		1	10000			26春节活动-礼包付费5			23103
23104	30555	1	2067	100 VIP点数	1		1	10000			26春节活动-礼包付费5			23104
23105	30555	1	19003	祈愿红灯笼	40		1	10000			26春节活动-礼包免费6			23105
23106	30555	1	19002	祈愿红灯笼	40		1	10000			26春节活动-道具获取礼包-1			23106
23107	30556	1	530202	祈愿红灯笼	1		1	10000			26春节活动-道具获取礼包-2			23107
23108	30556	1	2066	祈愿红灯笼	1		1	10000			26春节活动-道具获取礼包-3			23108
23109	30556	1	19003	祈愿红灯笼	30		1	10000			26春节活动-道具获取礼包-4			23109
23110	30556	1	19002	新春典藏（横梁）	30		1	10000			26春节活动-装潢礼包			23110
23111	30557	1	2067	新春典藏（地板）	1		1	10000			26春节活动-装潢礼包			23111
23112	30557	1	2066	新春典藏（墙纸）	1		1	10000			26春节活动-装潢礼包			23112
23113	30557	1	19003	钻石	20		1	10000			26春节活动-装潢礼包			23113
23114	30557	1	19002	100 VIP点数	20		1	10000			26春节活动-装潢礼包			23114
23115	59601	1	52003	自选家具木匣	5		1	10000			26春节活动-拜访活动阶段奖励			23115
23116	59601	1	11002	祈愿红灯笼	80		1	10000			活动-26春节拼图-阶段奖励			23116
23117	59602	1	52003	新春特辑（纪念卡）	5		1	10000			活动-26春节拼图-最终奖励			23117
23118	59602	1	11002	祈愿红灯笼	160		1	10000			活动-26春节拼图-最终奖励			23118
23119	59603	1	52003	钻石	10		1	10000			活动-26春节拼图-最终奖励			23119
23120	59603	1	11002	迎春福券	240		1	10000			抽奖阶段奖励-26春节活动			23120
23121	59604	1	52003	迎春福券	10		1	10000			抽奖阶段奖励-26春节活动			23121
23122	59604	1	11002	迎春福券	320		1	10000			抽奖阶段奖励-26春节活动			23122
23123	59605	1	52003	迎春福券	20		1	10000			抽奖阶段奖励-26春节活动			23123
23124	59605	1	11002	迎春福券	400		1	10000			抽奖阶段奖励-26春节活动			23124
23125	59606	1	52003	迎春福券	30		1	10000			抽奖阶段奖励-26春节活动			23125
23126	59606	1	11002	迎春福券	480		1	10000			抽奖阶段奖励-26春节活动			23126
23127	59607	1	52003	祈愿红灯笼	40		1	10000			26春节BP-免费			23127
23128	59607	1	11002	材料票	560		1	10000			26春节BP-免费			23128
23129	59608	1	52003	冒险阅历	50		1	10000			26春节BP-免费			23129
23130	59608	1	11002	祈愿红灯笼	640		1	10000			26春节BP-免费			23130
23131	59609	1	52003	5分钟通用加速	70		1	10000			26春节BP-免费			23131
23132	59609	1	11002	硬木板	720		1	10000			26春节BP-免费			23132
23133	59610	1	52003	祈愿红灯笼	100		1	10000			26春节BP-免费			23133
23134	59610	1	11002	5分钟通用加速	800		1	10000			26春节BP-免费			23134
